"ZIP
code [1]",Size of adjusted gross income,Number of returns [2],Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Elderly returns,"Business or profession
net income (less loss)",Farm returns,Unemployment compensation [9],Taxable Social Security benefits,Partnership/S-corp net income (less loss)
98295,"$200,000 or more",40,0,30,0,90,0,0,0,0,0,0
,,,,,,,,,,,,
98296,,12810,5290,6650,730,26600,2930,2070,50,400,1750,1190
98296,"$1 under $25,000",2610,2250,220,120,2030,420,310,0,30,120,50
98296,"$25,000 under $50,000",1820,1280,330,170,2630,370,250,0,60,280,60
98296,"$50,000 under $75,000",1350,770,410,140,2360,390,170,0,50,270,100
98296,"$75,000 under $100,000",1170,400,650,100,2500,410,200,0,50,310,90
98296,"$100,000 under $200,000",3600,460,2960,160,10100,920,710,50,140,580,360
98296,"$200,000 or more",2260,130,2080,40,6980,420,430,0,70,190,530
,,,,,,,,,,,,
98303,,650,300,320,20,1110,360,120,0,20,240,50
98303,"$1 under $25,000",170,110,50,20,220,80,30,0,20,30,0
98303,"$25,000 under $50,000",130,80,50,0,210,70,20,0,0,60,0
98303,"$50,000 under $75,000",110,60,50,0,190,70,40,0,0,50,0
98303,"$75,000 under $100,000",80,20,50,0,150,40,0,0,0,30,0
98303,"$100,000 under $200,000",120,30,90,0,260,100,30,0,0,70,50
98303,"$200,000 or more",40,0,30,0,80,0,0,0,0,0,0
,,,,,,,,,,,,
98304,,380,220,130,30,650,130,40,0,40,80,0
98304,"$1 under $25,000",140,110,0,30,180,40,0,0,0,0,0
98304,"$25,000 under $50,000",100,60,50,0,160,40,40,0,40,50,0
98304,"$50,000 under $75,000",60,50,20,0,120,30,0,0,0,0,0
98304,"$75,000 under $100,000",30,0,20,0,70,0,0,0,0,30,0
98304,"$100,000 under $200,000",50,0,40,0,120,20,0,0,0,0,0
98304,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98305,,170,80,90,0,340,80,20,0,0,50,0
98305,"$1 under $25,000",60,50,30,0,90,40,20,0,0,0,0
98305,"$25,000 under $50,000",30,0,0,0,60,0,0,0,0,0,0
98305,"$50,000 under $75,000",50,30,30,0,100,40,0,0,0,50,0
98305,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0
98305,"$100,000 under $200,000",30,0,30,0,90,0,0,0,0,0,0
98305,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98310,,10350,5630,3320,1160,17750,2560,870,0,270,1630,250
98310,"$1 under $25,000",2640,2010,210,360,3410,550,240,0,60,140,0
98310,"$25,000 under $50,000",3020,1920,550,440,4710,640,170,0,80,460,50
98310,"$50,000 under $75,000",1970,1030,670,220,3510,530,150,0,50,390,30
98310,"$75,000 under $100,000",1200,410,680,90,2530,350,120,0,40,280,30
98310,"$100,000 under $200,000",1330,230,1050,50,3170,400,160,0,40,300,90
98310,"$200,000 or more",190,30,160,0,420,90,30,0,0,60,50
,,,,,,,,,,,,
98311,,12830,5990,5260,1310,24360,3330,1110,0,340,2170,330
98311,"$1 under $25,000",3010,2360,270,310,3460,600,250,0,60,160,30
98311,"$25,000 under $50,000",3090,1890,580,510,5030,620,180,0,80,460,40
98311,"$50,000 under $75,000",2300,1010,960,270,4530,680,190,0,60,530,40
98311,"$75,000 under $100,000",1710,430,1110,150,4090,560,160,0,60,400,40
98311,"$100,000 under $200,000",2390,260,2050,70,6400,740,280,0,80,550,100
98311,"$200,000 or more",330,40,290,0,850,130,50,0,0,70,80
,,,,,,,,,,,,
98312,,15730,7960,5800,1630,28560,3630,1450,0,430,2190,510
98312,"$1 under $25,000",3820,2890,350,470,4760,680,370,0,80,170,40
98312,"$25,000 under $50,000",4330,2690,860,640,7060,770,290,0,140,520,50
98312,"$50,000 under $75,000",2810,1380,1060,310,5290,720,230,0,80,510,60
98312,"$75,000 under $100,000",1840,590,1100,130,4050,520,180,0,60,380,60
98312,"$100,000 under $200,000",2430,360,1990,80,6100,750,290,0,70,510,160
98312,"$200,000 or more",500,50,440,0,1300,190,90,0,0,100,140
,,,,,,,,,,,,
98315,,1540,660,770,50,3630,30,80,0,0,20,0
98315,"$1 under $25,000",380,330,30,0,430,0,0,0,0,0,0
98315,"$25,000 under $50,000",620,310,250,50,1280,30,40,0,0,20,0
98315,"$50,000 under $75,000",320,20,290,0,1150,0,20,0,0,0,0
98315,"$75,000 under $100,000",130,0,120,0,460,0,20,0,0,0,0
98315,"$100,000 under $200,000",90,0,80,0,310,0,0,0,0,0,0
98315,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98320,,630,290,290,50,1060,340,110,0,30,230,30
98320,"$1 under $25,000",220,130,50,50,320,90,40,0,0,30,0
98320,"$25,000 under $50,000",150,80,60,0,250,80,40,0,30,70,0
98320,"$50,000 under $75,000",90,60,50,0,170,50,0,0,0,40,30
98320,"$75,000 under $100,000",60,0,40,0,110,40,0,0,0,30,0
98320,"$100,000 under $200,000",90,20,90,0,170,80,30,0,0,60,0
98320,"$200,000 or more",20,0,0,0,40,0,0,0,0,0,0
,,,,,,,,,,,,
98321,,8010,3440,3740,730,16120,1900,980,60,360,1270,420
98321,"$1 under $25,000",1680,1340,160,150,1700,390,160,0,30,150,0
98321,"$25,000 under $50,000",1580,1010,290,250,2460,370,130,30,60,290,40
98321,"$50,000 under $75,000",1150,540,430,160,2230,300,120,0,60,230,50
98321,"$75,000 under $100,000",1010,300,620,80,2330,290,140,0,80,230,50
98321,"$100,000 under $200,000",2090,220,1780,90,5890,440,330,30,130,310,150
98321,"$200,000 or more",500,30,460,0,1510,110,100,0,0,60,130
,,,,,,,,,,,,
98323,,390,190,160,40,820,80,30,0,30,50,0
98323,"$1 under $25,000",80,70,20,20,110,0,0,0,0,20,0
98323,"$25,000 under $50,000",80,50,0,0,120,60,0,0,0,0,0
98323,"$50,000 under $75,000",70,40,20,20,140,0,30,0,30,30,0
98323,"$75,000 under $100,000",50,30,30,0,120,20,0,0,0,0,0
98323,"$100,000 under $200,000",110,0,90,0,330,0,0,0,0,0,0
98323,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98325,,1140,550,490,80,2030,400,220,30,40,260,80
98325,"$1 under $25,000",370,270,60,30,460,110,70,0,0,30,0
98325,"$25,000 under $50,000",270,160,80,30,460,90,50,30,0,70,0
98325,"$50,000 under $75,000",180,70,80,20,310,70,40,0,40,50,40
98325,"$75,000 under $100,000",140,50,100,0,310,60,20,0,0,60,0
98325,"$100,000 under $200,000",150,0,140,0,410,70,40,0,0,50,40
98325,"$200,000 or more",30,0,30,0,80,0,0,0,0,0,0
,,,,,,,,,,,,
98326,,240,110,80,40,430,100,20,0,0,60,0
98326,"$1 under $25,000",80,50,30,0,130,30,20,0,0,0,0
98326,"$25,000 under $50,000",60,30,0,40,100,30,0,0,0,30,0
98326,"$50,000 under $75,000",70,30,30,0,140,40,0,0,0,30,0
98326,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0
98326,"$100,000 under $200,000",30,0,20,0,60,0,0,0,0,0,0
98326,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98327,,4390,1660,2240,380,9690,740,450,0,90,530,120
98327,"$1 under $25,000",790,650,80,50,810,100,60,0,30,30,0
98327,"$25,000 under $50,000",970,490,300,130,1790,120,90,0,0,100,0
98327,"$50,000 under $75,000",800,270,400,100,1900,130,80,0,40,110,40
98327,"$75,000 under $100,000",590,130,400,50,1560,120,60,0,0,110,0
98327,"$100,000 under $200,000",1030,120,870,50,2990,220,120,0,20,150,50
98327,"$200,000 or more",210,0,190,0,640,50,40,0,0,30,30
,,,,,,,,,,,,
98328,,4990,2120,2300,490,10030,1340,620,90,290,910,240
98328,"$1 under $25,000",1150,830,160,130,1420,270,130,20,40,80,20
98328,"$25,000 under $50,000",1160,680,260,180,1950,280,110,0,50,230,30
98328,"$50,000 under $75,000",800,320,370,90,1680,250,90,20,60,200,30
98328,"$75,000 under $100,000",600,160,390,60,1500,170,80,0,60,130,20
98328,"$100,000 under $200,000",1070,130,930,30,2910,290,170,50,80,220,80
98328,"$200,000 or more",210,0,190,0,570,80,40,0,0,50,60
,,,,,,,,,,,,
98329,,4420,1920,2030,390,8750,1270,580,30,170,810,230
98329,"$1 under $25,000",980,730,140,90,1190,260,120,0,0,70,30
98329,"$25,000 under $50,000",940,560,210,150,1590,220,100,0,50,180,0
98329,"$50,000 under $75,000",750,340,310,70,1470,220,100,0,30,160,40
98329,"$75,000 under $100,000",580,150,380,50,1360,200,60,30,50,150,30
98329,"$100,000 under $200,000",940,120,790,30,2550,290,150,0,40,200,70
98329,"$200,000 or more",230,20,200,0,590,80,50,0,0,50,60
,,,,,,,,,,,,
98330,,140,80,60,0,270,40,30,0,0,0,0
98330,"$1 under $25,000",60,40,30,0,80,40,30,0,0,0,0
98330,"$25,000 under $50,000",30,40,0,0,50,0,0,0,0,0,0
98330,"$50,000 under $75,000",20,0,0,0,50,0,0,0,0,0,0
98330,"$75,000 under $100,000",30,0,30,0,90,0,0,0,0,0,0
98330,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0
98330,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98331,,2330,1030,920,360,4640,640,330,0,130,380,110
98331,"$1 under $25,000",790,510,120,160,1210,190,110,0,20,50,0
98331,"$25,000 under $50,000",590,280,160,130,1120,140,70,0,30,110,40
98331,"$50,000 under $75,000",410,160,190,70,880,110,60,0,40,80,0
98331,"$75,000 under $100,000",240,50,180,0,630,90,30,0,40,70,20
98331,"$100,000 under $200,000",260,30,230,0,700,110,60,0,0,70,30
98331,"$200,000 or more",40,0,40,0,100,0,0,0,0,0,20
,,,,,,,,,,,,
98332,,8830,3430,4740,520,17940,3410,1390,20,220,2360,970
98332,"$1 under $25,000",1680,1350,200,100,1630,480,230,0,0,150,50
98332,"$25,000 under $50,000",1230,810,260,130,1830,430,150,0,50,340,60
98332,"$50,000 under $75,000",1040,510,390,110,1860,460,130,20,30,370,60
98332,"$75,000 under $100,000",910,310,520,60,1950,430,140,0,30,350,70
98332,"$100,000 under $200,000",2450,340,2010,80,6360,1040,420,0,80,800,300
98332,"$200,000 or more",1520,110,1360,40,4310,570,320,0,30,350,430
,,,,,,,,,,,,
98333,,2060,790,1150,90,4130,810,410,0,40,570,270
98333,"$1 under $25,000",400,340,40,0,360,100,70,0,0,40,0
98333,"$25,000 under $50,000",260,170,50,40,370,80,40,0,0,70,0
98333,"$50,000 under $75,000",200,100,80,20,340,90,40,0,0,80,40
98333,"$75,000 under $100,000",220,70,140,0,450,110,40,0,0,80,20
98333,"$100,000 under $200,000",570,80,470,30,1450,270,110,0,40,210,80
98333,"$200,000 or more",410,30,370,0,1160,160,110,0,0,90,130
,,,,,,,,,,,,
98335,,14300,6070,7120,890,27640,5390,2430,30,360,3690,1540
98335,"$1 under $25,000",2870,2400,290,150,2660,760,380,0,40,240,80
98335,"$25,000 under $50,000",2180,1450,440,240,3180,730,290,0,70,610,80
98335,"$50,000 under $75,000",1840,950,640,190,3180,750,290,30,50,590,100
98335,"$75,000 under $100,000",1510,530,830,120,3050,690,250,0,60,560,120
98335,"$100,000 under $200,000",3640,560,2890,150,9100,1610,700,0,110,1180,420
98335,"$200,000 or more",2260,180,2030,40,6470,850,520,0,30,510,740
,,,,,,,,,,,,
98336,,420,180,200,60,850,120,30,0,30,80,0
98336,"$1 under $25,000",140,90,30,0,200,40,30,0,0,0,0
98336,"$25,000 under $50,000",100,50,40,60,200,30,0,0,30,50,0
98336,"$50,000 under $75,000",80,40,40,0,180,20,0,0,0,0,0
98336,"$75,000 under $100,000",40,0,40,0,120,30,0,0,0,30,0
98336,"$100,000 under $200,000",60,0,50,0,150,0,0,0,0,0,0
98336,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98337,,3660,2350,890,340,5650,630,330,0,130,320,80
98337,"$1 under $25,000",1110,880,70,140,1390,160,120,0,40,40,30
98337,"$25,000 under $50,000",1100,820,140,110,1530,150,60,0,40,90,0
98337,"$50,000 under $75,000",650,380,200,50,1100,130,60,0,20,70,0
98337,"$75,000 under $100,000",360,160,170,40,690,70,30,0,30,50,0
98337,"$100,000 under $200,000",360,110,250,0,790,90,60,0,0,50,20
98337,"$200,000 or more",80,0,60,0,150,30,0,0,0,20,30
,,,,,,,,,,,,
98338,,13750,6030,6010,1500,27720,3180,1520,90,640,2130,490
98338,"$1 under $25,000",3180,2420,350,360,3740,680,340,30,90,220,30
98338,"$25,000 under $50,000",3180,1890,660,560,5340,670,250,0,120,550,40
98338,"$50,000 under $75,000",2210,960,920,280,4580,580,230,30,120,450,60
98338,"$75,000 under $100,000",1730,440,1090,180,4330,450,220,0,120,340,80
98338,"$100,000 under $200,000",2950,290,2530,120,8300,660,390,30,190,490,160
98338,"$200,000 or more",500,30,460,0,1430,140,90,0,0,80,120
,,,,,,,,,,,,
98339,,1990,1020,740,220,3460,720,290,0,70,450,100
98339,"$1 under $25,000",670,470,100,90,910,200,100,0,20,50,0
98339,"$25,000 under $50,000",550,330,130,90,920,160,70,0,30,120,0
98339,"$50,000 under $75,000",300,130,140,40,610,120,40,0,0,90,50
98339,"$75,000 under $100,000",180,40,130,0,380,90,30,0,20,70,0
98339,"$100,000 under $200,000",230,50,190,0,510,110,50,0,0,90,30
98339,"$200,000 or more",60,0,50,0,130,40,0,0,0,30,20
,,,,,,,,,,,,
98340,,1420,560,780,60,2570,770,230,0,30,540,130
98340,"$1 under $25,000",300,230,50,0,330,140,40,0,0,40,40
98340,"$25,000 under $50,000",220,120,70,40,360,100,30,0,0,80,0
98340,"$50,000 under $75,000",210,90,100,20,370,120,40,0,30,100,20
98340,"$75,000 under $100,000",180,50,120,0,360,110,30,0,0,100,0
98340,"$100,000 under $200,000",390,70,330,0,870,230,70,0,0,180,40
98340,"$200,000 or more",120,0,110,0,280,70,20,0,0,40,30
,,,,,,,,,,,,
98342,,830,390,390,60,1530,340,180,0,20,220,90
98342,"$1 under $25,000",200,160,20,0,240,60,30,0,0,0,0
98342,"$25,000 under $50,000",160,90,50,40,270,60,30,0,20,70,30
98342,"$50,000 under $75,000",120,60,50,20,220,60,30,0,0,40,0
98342,"$75,000 under $100,000",100,40,60,0,230,40,30,0,0,30,0
98342,"$100,000 under $200,000",170,40,140,0,390,80,60,0,0,50,30
98342,"$200,000 or more",80,0,70,0,180,40,0,0,0,30,30
,,,,,,,,,,,,
98346,,5210,2370,2310,450,9730,1800,850,30,150,1200,400
98346,"$1 under $25,000",1250,980,140,100,1430,350,170,0,0,100,30
98346,"$25,000 under $50,000",1120,680,250,170,1880,280,150,0,60,220,30
98346,"$50,000 under $75,000",770,340,330,90,1480,310,110,0,20,240,50
98346,"$75,000 under $100,000",570,160,350,50,1250,220,100,30,20,180,30
98346,"$100,000 under $200,000",1110,170,910,40,2730,480,220,0,50,360,140
98346,"$200,000 or more",390,40,330,0,960,160,100,0,0,100,120
,,,,,,,,,,,,
98349,,2200,930,1050,200,4360,780,310,20,110,520,130
98349,"$1 under $25,000",570,400,100,60,750,180,80,20,30,50,30
98349,"$25,000 under $50,000",510,260,170,70,930,170,60,0,0,140,0
98349,"$50,000 under $75,000",350,160,160,30,720,140,40,0,20,110,30
98349,"$75,000 under $100,000",280,60,200,40,710,100,40,0,30,80,0
98349,"$100,000 under $200,000",410,50,350,0,1060,150,90,0,30,120,40
98349,"$200,000 or more",80,0,70,0,190,40,0,0,0,20,30
,,,,,,,,,,,,
98351,,480,200,240,30,870,180,50,0,0,120,20
98351,"$1 under $25,000",140,100,30,0,190,50,30,0,0,0,0
98351,"$25,000 under $50,000",80,50,20,30,130,30,0,0,0,40,0
98351,"$50,000 under $75,000",80,20,50,0,170,20,0,0,0,40,20
98351,"$75,000 under $100,000",60,30,40,0,130,20,20,0,0,0,0
98351,"$100,000 under $200,000",90,0,70,0,190,60,0,0,0,40,0
98351,"$200,000 or more",30,0,30,0,60,0,0,0,0,0,0
,,,,,,,,,,,,
98354,,4720,2470,1690,500,8390,1290,550,0,190,790,220
98354,"$1 under $25,000",1090,870,100,100,1210,290,130,0,30,100,20
98354,"$25,000 under $50,000",1070,720,160,170,1640,240,100,0,50,190,20
98354,"$50,000 under $75,000",890,480,280,120,1630,250,90,0,40,190,30
98354,"$75,000 under $100,000",570,220,290,50,1140,180,60,0,20,120,20
98354,"$100,000 under $200,000",900,150,700,60,2250,260,130,0,50,150,80
98354,"$200,000 or more",200,30,160,0,520,70,40,0,0,40,50
,,,,,,,,,,,,
98355,,250,100,120,20,440,100,20,0,30,70,0
98355,"$1 under $25,000",70,40,40,20,100,30,0,0,0,0,0
98355,"$25,000 under $50,000",60,40,0,0,90,20,20,0,30,30,0
98355,"$50,000 under $75,000",50,20,20,0,80,30,0,0,0,20,0
98355,"$75,000 under $100,000",30,0,20,0,70,20,0,0,0,20,0
98355,"$100,000 under $200,000",40,0,40,0,100,0,0,0,0,0,0
98355,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98356,,1010,440,430,140,1970,350,120,0,40,220,40
98356,"$1 under $25,000",320,190,70,50,470,110,50,0,0,30,20
98356,"$25,000 under $50,000",260,140,70,50,480,90,20,0,40,70,0
98356,"$50,000 under $75,000",180,70,80,40,380,60,30,0,0,50,0
98356,"$75,000 under $100,000",110,40,90,0,270,40,0,0,0,30,20
98356,"$100,000 under $200,000",140,0,120,0,370,50,20,0,0,40,0
98356,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98358,,480,220,230,0,840,280,100,0,0,190,60
98358,"$1 under $25,000",130,90,30,0,170,60,60,0,0,0,0
98358,"$25,000 under $50,000",90,50,30,0,140,40,0,0,0,50,30
98358,"$50,000 under $75,000",70,50,30,0,130,40,20,0,0,30,0
98358,"$75,000 under $100,000",60,0,40,0,110,40,0,0,0,40,0
98358,"$100,000 under $200,000",90,30,70,0,190,70,20,0,0,50,30
98358,"$200,000 or more",40,0,30,0,100,30,0,0,0,20,0
,,,,,,,,,,,,
98359,,2720,1200,1250,220,5110,910,360,0,90,570,170
98359,"$1 under $25,000",650,510,70,60,730,180,90,0,30,50,0
98359,"$25,000 under $50,000",560,340,140,70,900,170,60,0,0,130,40
98359,"$50,000 under $75,000",410,170,190,60,810,160,50,0,30,130,40
98359,"$75,000 under $100,000",290,80,190,0,640,120,40,0,0,90,0
98359,"$100,000 under $200,000",650,80,530,30,1640,230,100,0,30,170,50
98359,"$200,000 or more",160,20,130,0,390,50,20,0,0,0,40
,,,,,,,,,,,,
98360,,7160,3090,3170,780,14750,1570,770,30,340,1060,220
98360,"$1 under $25,000",1530,1210,170,140,1620,310,150,0,30,110,0
98360,"$25,000 under $50,000",1470,900,270,240,2410,310,120,0,60,260,50
98360,"$50,000 under $75,000",1200,540,430,190,2440,270,110,30,60,210,0
98360,"$75,000 under $100,000",970,240,620,100,2480,230,110,0,90,170,30
98360,"$100,000 under $200,000",1740,170,1470,110,5100,380,240,0,100,270,90
98360,"$200,000 or more",250,30,210,0,700,70,40,0,0,40,50
,,,,,,,,,,,,
98361,,520,260,220,40,860,250,70,0,40,170,20
98361,"$1 under $25,000",170,120,30,0,250,60,40,0,0,20,20
98361,"$25,000 under $50,000",120,70,40,40,180,60,0,0,40,50,0
98361,"$50,000 under $75,000",90,40,50,0,170,60,30,0,0,40,0
98361,"$75,000 under $100,000",60,30,40,0,110,30,0,0,0,30,0
98361,"$100,000 under $200,000",80,0,60,0,150,40,0,0,0,30,0
98361,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98362,,11920,5870,4800,1080,21090,4570,1590,70,530,2930,730
98362,"$1 under $25,000",3510,2560,510,380,4540,1130,470,0,110,300,70
98362,"$25,000 under $50,000",3190,1910,780,440,5170,930,310,40,160,720,90
98362,"$50,000 under $75,000",1810,760,840,180,3490,800,220,0,100,610,90
98362,"$75,000 under $100,000",1290,320,910,50,2870,600,200,0,70,490,90
98362,"$100,000 under $200,000",1710,250,1430,30,4090,870,290,30,90,640,240
98362,"$200,000 or more",410,70,330,0,930,240,100,0,0,170,150
,,,,,,,,,,,,
98363,,6020,2840,2410,670,11060,2010,730,30,290,1350,260
98363,"$1 under $25,000",1750,1240,240,230,2350,480,200,0,60,140,0
98363,"$25,000 under $50,000",1670,920,460,270,2940,440,170,0,70,370,50
98363,"$50,000 under $75,000",1010,410,460,110,2000,370,120,30,60,300,40
98363,"$75,000 under $100,000",700,150,500,60,1620,290,90,0,60,240,50
98363,"$100,000 under $200,000",740,100,620,0,1800,340,110,0,40,240,70
98363,"$200,000 or more",150,20,130,0,350,90,40,0,0,60,50
,,,,,,,,,,,,
98365,,2710,1050,1520,90,4650,1770,400,0,80,1330,250
98365,"$1 under $25,000",520,350,130,30,630,260,80,0,0,80,40
98365,"$25,000 under $50,000",430,240,150,40,650,260,50,0,0,220,0
98365,"$50,000 under $75,000",420,210,190,0,710,270,50,0,40,230,30
98365,"$75,000 under $100,000",360,120,220,20,650,260,60,0,0,220,30
98365,"$100,000 under $200,000",720,110,600,0,1470,520,110,0,40,440,80
98365,"$200,000 or more",260,20,230,0,540,200,50,0,0,140,70
,,,,,,,,,,,,
98366,,17040,8250,6660,1830,31840,4450,1610,30,520,2780,560
98366,"$1 under $25,000",4250,3260,410,500,5230,940,400,0,90,230,30
98366,"$25,000 under $50,000",4310,2640,870,690,7030,950,300,0,140,700,80
98366,"$50,000 under $75,000",3090,1360,1300,360,6150,890,270,30,110,630,80
98366,"$75,000 under $100,000",2120,570,1360,170,4980,650,220,0,80,490,70
98366,"$100,000 under $200,000",2840,360,2360,110,7370,860,350,0,100,630,170
98366,"$200,000 or more",430,60,360,0,1080,160,70,0,0,100,130
,,,,,,,,,,,,
98367,,13840,5880,6660,1080,27400,3890,1530,40,490,2610,540
98367,"$1 under $25,000",2960,2330,300,280,3310,640,280,0,80,170,40
98367,"$25,000 under $50,000",2810,1720,650,360,4600,700,240,0,100,530,50
98367,"$50,000 under $75,000",2250,990,1000,200,4470,690,220,0,90,540,50
98367,"$75,000 under $100,000",1920,460,1310,130,4700,620,240,0,90,490,70
98367,"$100,000 under $200,000",3280,330,2830,110,8670,1010,440,40,130,730,200
98367,"$200,000 or more",620,50,570,0,1650,230,110,0,0,150,130
,,,,,,,,,,,,
98368,,8890,4660,3610,530,14530,4740,1860,40,180,3060,810
98368,"$1 under $25,000",2670,2050,390,190,3270,1190,620,20,40,290,100
98368,"$25,000 under $50,000",1930,1220,510,180,2990,830,390,0,50,640,90
98368,"$50,000 under $75,000",1320,630,580,80,2280,730,250,20,30,580,110
98368,"$75,000 under $100,000",930,330,570,40,1790,590,170,0,20,480,90
98368,"$100,000 under $200,000",1510,330,1140,40,3090,1050,300,0,40,820,240
98368,"$200,000 or more",530,100,420,0,1110,350,130,0,0,250,180
,,,,,,,,,,,,
98370,,15910,7260,7320,1100,29880,5260,2340,90,360,3410,1110
98370,"$1 under $25,000",3650,2950,400,250,3760,930,490,20,50,240,70
98370,"$25,000 under $50,000",3030,2000,610,350,4620,840,360,0,90,660,80
98370,"$50,000 under $75,000",2390,1140,970,230,4470,880,320,30,60,670,110
98370,"$75,000 under $100,000",1930,590,1180,130,4210,780,290,0,50,610,120
98370,"$100,000 under $200,000",3790,490,3150,140,9850,1390,650,40,110,980,380
98370,"$200,000 or more",1120,90,1010,0,2970,440,230,0,0,250,350
,,,,,,,,,,,,
98371,,12300,6010,4920,1170,22860,3410,1520,30,390,2180,610
98371,"$1 under $25,000",2710,2170,280,230,2980,740,320,0,40,250,30
98371,"$25,000 under $50,000",2870,1880,490,420,4340,650,270,0,90,490,40
