"ZIP
code [1]",Size of adjusted gross income,Number of returns,Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Number of dependents,Elderly returns,Adjusted gross income (AGI) [6],"Business or profession - Number of returns
net income (less loss)",Farm returns,Unemployment compensation [8],Taxable Social Security benefits,Partnership/S-corp net income (less loss),Self-employment tax
99207,"$50,000 under $75,000",1830,680,890,240,4000,1290,400,110711,170,0,150,280,50,130
99207,"$75,000 under $100,000",740,150,540,60,1820,540,190,63017,70,0,50,160,30,50
99207,"$100,000 under $200,000",450,100,340,** ,1050,270,160,55593,70,0,30,120,40,50
99207,"$200,000 or more",50,** ,30,0,100,20,30,18731,** ,0,** ,20,20,** 
,,,,,,,,,,,,,,,
99208,,25730,11510,11170,2760,51190,15850,7150,1855597,3260,50,900,4690,1520,2550
99208,"$1 under $25,000",7630,5810,870,890,9230,2230,1690,99037,720,** ,180,480,110,580
99208,"$25,000 under $50,000",6190,3430,1510,1150,11130,3480,1400,223211,580,30,260,1140,140,430
99208,"$50,000 under $75,000",3640,1290,1870,400,8010,2500,1200,225358,470,** ,160,980,170,350
99208,"$75,000 under $100,000",2720,490,2030,180,6950,2200,970,236595,440,** ,120,780,170,340
99208,"$100,000 under $200,000",4320,370,3810,120,12280,4160,1460,583037,770,20,160,1070,440,570
99208,"$200,000 or more",1230,120,1080,20,3590,1280,430,488359,280,** ,20,240,490,280
,,,,,,,,,,,,,,,
99212,,9840,5000,3550,1190,17910,4980,2600,579413,1250,0,500,1560,520,1000
99212,"$1 under $25,000",3060,2220,370,430,4000,1000,730,40613,350,0,120,170,60,300
99212,"$25,000 under $50,000",2920,1730,650,500,5010,1460,630,105801,280,0,160,460,70,210
99212,"$50,000 under $75,000",1560,630,750,160,3260,950,420,95564,220,0,100,330,70,170
99212,"$75,000 under $100,000",980,240,670,60,2320,670,320,84306,150,0,70,250,70,110
99212,"$100,000 under $200,000",1050,130,890,40,2680,740,380,139856,190,0,50,280,130,150
99212,"$200,000 or more",270,50,220,** ,640,160,120,113273,60,0,** ,70,120,60
,,,,,,,,,,,,,,,
99216,,12600,6510,4310,1620,22830,6510,3050,628257,1290,0,580,1940,380,1000
99216,"$1 under $25,000",4080,2990,480,570,5300,1280,900,56023,370,0,140,250,30,300
99216,"$25,000 under $50,000",4050,2350,840,780,6970,2120,740,144684,320,0,190,580,60,240
99216,"$50,000 under $75,000",1950,760,960,200,4160,1250,580,119559,240,0,110,470,60,180
99216,"$75,000 under $100,000",1210,250,910,50,2980,860,380,104809,160,0,70,310,70,120
99216,"$100,000 under $200,000",1180,140,1020,20,3090,900,390,150858,170,0,70,280,100,140
99216,"$200,000 or more",130,20,100,** ,330,100,60,52324,30,0,** ,50,60,20
,,,,,,,,,,,,,,,
99217,,8550,4130,3280,1060,16530,5130,2040,502078,1100,70,410,1230,400,840
99217,"$1 under $25,000",2810,2000,380,400,3850,1060,590,37194,350,** ,80,160,30,280
99217,"$25,000 under $50,000",2500,1370,660,450,4710,1570,480,90345,260,40,130,360,40,210
99217,"$50,000 under $75,000",1340,470,710,140,3020,970,360,82332,150,** ,80,280,70,100
99217,"$75,000 under $100,000",760,150,560,50,1850,540,240,65757,110,** ,60,180,40,80
99217,"$100,000 under $200,000",880,100,760,20,2410,770,270,116827,170,30,60,180,100,120
99217,"$200,000 or more",260,40,210,** ,690,220,100,109623,60,** ,** ,70,120,50
,,,,,,,,,,,,,,,
99218,,6540,3040,2740,680,12760,3990,1930,449663,850,20,230,1350,400,700
99218,"$1 under $25,000",2180,1680,220,260,2570,650,440,28031,190,20,60,150,** ,160
99218,"$25,000 under $50,000",1470,790,390,250,2730,890,350,52832,160,** ,60,290,40,120
99218,"$50,000 under $75,000",890,300,490,90,1990,610,330,55529,140,** ,40,290,40,110
99218,"$75,000 under $100,000",660,130,480,40,1700,560,280,57420,100,** ,30,230,50,80
99218,"$100,000 under $200,000",1030,100,890,40,2880,960,400,138814,190,** ,40,310,140,160
99218,"$200,000 or more",310,40,270,** ,890,320,130,117037,70,** ,** ,80,130,70
,,,,,,,,,,,,,,,
99223,,15810,7340,6790,1510,30310,8760,5030,1494346,2480,50,490,3270,1470,2060
99223,"$1 under $25,000",4390,3370,480,500,5140,1230,1010,55320,580,** ,110,290,80,460
99223,"$25,000 under $50,000",3250,1950,740,510,5530,1580,820,118005,360,** ,120,650,110,280
99223,"$50,000 under $75,000",2250,1020,950,230,4400,1210,780,139093,340,** ,90,590,120,270
99223,"$75,000 under $100,000",1670,460,1070,130,3780,1050,650,144937,270,** ,70,520,120,220
99223,"$100,000 under $200,000",2840,410,2300,110,7460,2340,1190,389048,570,50,80,870,410,460
99223,"$200,000 or more",1410,130,1250,30,4000,1350,580,647943,360,** ,20,350,630,370
,,,,,,,,,,,,,,,
99224,,10380,4720,4600,920,19990,5510,2890,883868,1410,130,340,1870,740,1140
99224,"$1 under $25,000",2870,2150,360,330,3530,770,630,37521,320,40,70,170,50,270
99224,"$25,000 under $50,000",2450,1470,600,340,4130,1100,530,88846,240,** ,100,420,60,190
99224,"$50,000 under $75,000",1510,590,740,140,3100,860,490,92957,200,30,70,420,60,140
99224,"$75,000 under $100,000",1010,240,720,40,2390,660,390,87552,160,** ,40,310,80,120
99224,"$100,000 under $200,000",1780,210,1510,70,4720,1430,580,245337,300,40,60,410,230,230
99224,"$200,000 or more",760,60,670,** ,2120,690,270,331655,190,20,** ,140,260,190
,,,,,,,,,,,,,,,
99301,,34220,13550,13460,6860,78980,33350,5730,2101982,3680,270,2290,3440,1360,2710
99301,"$1 under $25,000",10470,6920,1110,2350,15610,5900,1430,145650,1010,30,470,340,120,830
99301,"$25,000 under $50,000",9910,4010,2580,3200,23460,11110,1210,356859,770,20,760,860,160,570
99301,"$50,000 under $75,000",5430,1570,2900,880,14860,6560,940,333767,590,40,510,710,180,390
99301,"$75,000 under $100,000",3350,610,2440,270,9830,4040,760,290064,490,30,270,580,160,320
99301,"$100,000 under $200,000",4270,380,3720,160,12990,5000,1080,566977,660,100,260,770,420,440
99301,"$200,000 or more",790,60,710,** ,2230,740,310,408665,160,50,20,180,320,160
,,,,,,,,,,,,,,,
99320,,4290,1720,1900,630,9060,3060,1140,276905,490,220,330,780,160,330
99320,"$1 under $25,000",1200,810,150,230,1710,550,250,16235,120,20,60,70,** ,90
99320,"$25,000 under $50,000",1070,490,310,250,2220,850,240,38718,90,30,100,210,50,70
99320,"$50,000 under $75,000",710,230,380,90,1690,600,210,44220,70,30,70,160,** ,40
99320,"$75,000 under $100,000",520,120,360,40,1330,450,160,45228,70,40,50,130,20,50
99320,"$100,000 under $200,000",690,70,610,20,1850,540,240,92432,120,100,50,180,50,80
99320,"$200,000 or more",100,** ,90,** ,260,70,40,40072,20,** ,0,30,40,** 
,,,,,,,,,,,,,,,
99321,,400,130,140,130,1150,620,20,13767,0,0,30,0,0,0
99321,"$1 under $25,000",160,90,20,50,330,160,20,2539,0,0,30,0,0,0
99321,"$25,000 under $50,000",170,40,60,80,550,320,** ,5993,0,0,** ,0,0,0
99321,"$50,000 under $75,000",70,** ,60,** ,270,140,** ,5235,0,0,** ,0,0,0
99321,"$75,000 under $100,000",** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,0,0,0
99321,"$100,000 under $200,000",** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,0,0,0
99321,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,0,0,** ,0,0,0
,,,,,,,,,,,,,,,
99322,,110,40,70,0,210,40,50,7094,0,20,0,40,0,0
99322,"$1 under $25,000",30,40,** ,0,30,** ,** ,423,0,20,0,** ,0,0
99322,"$25,000 under $50,000",20,** ,** ,0,40,** ,** ,863,0,** ,0,** ,0,0
99322,"$50,000 under $75,000",40,** ,50,0,90,40,50,2909,0,** ,0,40,0,0
99322,"$75,000 under $100,000",** ,** ,** ,0,** ,** ,** ,** ,0,** ,0,** ,0,0
99322,"$100,000 under $200,000",20,0,20,0,50,** ,** ,2899,0,** ,0,** ,0,0
99322,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,0,** ,0,** ,0,0
,,,,,,,,,,,,,,,
99323,,1640,630,830,170,3520,1160,470,112188,190,40,100,320,80,130
99323,"$1 under $25,000",450,320,70,60,570,160,100,5659,40,** ,20,40,** ,20
99323,"$25,000 under $50,000",350,160,110,70,700,240,90,12969,30,** ,20,70,** ,50
99323,"$50,000 under $75,000",260,90,140,40,610,210,90,16007,30,** ,20,70,40,** 
99323,"$75,000 under $100,000",200,30,160,** ,560,200,70,17749,30,** ,20,50,** ,20
99323,"$100,000 under $200,000",330,30,300,** ,940,310,100,43387,60,40,20,90,40,40
99323,"$200,000 or more",50,** ,50,0,140,40,20,16417,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
99324,,4170,1980,1650,490,7900,2360,1290,223383,600,20,160,760,180,440
99324,"$1 under $25,000",1420,1050,190,160,1750,410,370,18137,150,20,40,100,30,140
99324,"$25,000 under $50,000",1120,580,300,210,2030,610,310,40650,140,** ,50,230,30,90
99324,"$50,000 under $75,000",660,210,370,80,1560,530,240,41136,100,** ,50,170,40,80
99324,"$75,000 under $100,000",410,70,310,40,1070,360,130,35092,80,** ,** ,110,20,50
99324,"$100,000 under $200,000",490,70,420,** ,1310,400,200,65709,130,** ,20,150,40,80
99324,"$200,000 or more",70,** ,60,** ,180,50,40,22659,** ,** ,** ,** ,20,** 
,,,,,,,,,,,,,,,
99326,,1470,550,620,250,3500,1510,280,77599,120,50,120,140,70,90
99326,"$1 under $25,000",420,290,60,60,600,200,70,5613,30,30,20,** ,** ,20
99326,"$25,000 under $50,000",480,180,150,140,1170,550,70,17820,30,** ,50,60,30,40
99326,"$50,000 under $75,000",250,60,140,50,740,350,40,15076,30,** ,20,20,** ,** 
99326,"$75,000 under $100,000",140,20,120,** ,460,200,40,12048,** ,** ,30,20,** ,** 
99326,"$100,000 under $200,000",150,** ,130,** ,470,210,60,18893,30,20,** ,40,40,30
99326,"$200,000 or more",30,** ,20,0,60,** ,** ,8149,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
99328,,1530,660,700,150,2930,750,610,91895,200,110,50,380,130,180
99328,"$1 under $25,000",490,350,80,50,670,150,170,6195,50,** ,30,40,20,50
99328,"$25,000 under $50,000",340,160,110,60,640,190,110,12477,40,30,** ,90,** ,30
99328,"$50,000 under $75,000",250,90,140,40,540,150,100,15590,30,40,20,80,40,30
99328,"$75,000 under $100,000",180,30,140,** ,440,120,90,15892,30,** ,** ,70,** ,20
99328,"$100,000 under $200,000",230,30,190,** ,550,140,110,29558,50,40,** ,100,70,50
99328,"$200,000 or more",40,** ,40,0,90,** ,30,12183,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
99329,,130,40,70,0,260,70,40,7106,0,0,0,40,0,0
99329,"$1 under $25,000",40,** ,20,0,60,** ,** ,459,0,0,0,** ,0,0
99329,"$25,000 under $50,000",30,40,** ,0,70,40,** ,1118,0,0,0,** ,0,0
99329,"$50,000 under $75,000",30,** ,20,0,60,30,40,1635,0,0,0,40,0,0
99329,"$75,000 under $100,000",30,** ,30,0,70,** ,** ,3894,0,0,0,** ,0,0
99329,"$100,000 under $200,000",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
99329,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
,,,,,,,,,,,,,,,
99330,,700,270,300,140,1740,810,110,37617,50,60,40,70,40,40
99330,"$1 under $25,000",220,150,20,50,280,110,** ,2969,20,30,20,** ,0,20
99330,"$25,000 under $50,000",220,70,80,90,610,310,50,7990,** ,** ,** ,40,** ,** 
99330,"$50,000 under $75,000",120,50,80,** ,380,180,40,7253,30,** ,20,** ,** ,20
99330,"$75,000 under $100,000",50,** ,50,** ,200,100,** ,4666,** ,30,** ,30,** ,** 
99330,"$100,000 under $200,000",90,** ,70,** ,270,110,20,14739,** ,** ,** ,** ,40,** 
99330,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
99336,,21860,10210,7100,4320,44550,16610,4530,1156315,2220,40,1180,2830,700,1640
99336,"$1 under $25,000",7480,4970,730,1690,11270,3970,1270,104976,750,** ,310,380,80,610
99336,"$25,000 under $50,000",6790,3190,1570,1940,14240,5970,1050,242439,510,** ,410,800,110,370
99336,"$50,000 under $75,000",3250,1210,1550,460,7710,2920,800,199496,350,** ,220,630,100,240
99336,"$75,000 under $100,000",1790,480,1160,140,4540,1600,520,154262,220,** ,120,400,90,150
99336,"$100,000 under $200,000",2160,300,1770,90,5750,1820,730,285367,320,40,120,520,180,210
99336,"$200,000 or more",390,60,320,** ,1040,330,160,169775,70,** ,** ,100,140,60
,,,,,,,,,,,,,,,
99337,,14300,5710,6490,1960,30610,10620,3930,968973,1680,210,770,2720,690,1200
99337,"$1 under $25,000",3900,2750,480,630,5250,1600,820,51507,390,30,150,270,60,320
99337,"$25,000 under $50,000",3380,1580,930,820,6870,2610,740,122473,310,30,180,600,80,220
99337,"$50,000 under $75,000",2230,710,1210,280,5500,2070,640,138696,260,30,170,550,80,160
99337,"$75,000 under $100,000",1760,390,1220,140,4600,1630,580,152784,240,40,120,480,90,170
99337,"$100,000 under $200,000",2560,230,2230,90,7070,2280,950,341098,390,80,150,710,230,250
99337,"$200,000 or more",470,50,420,** ,1320,430,200,162415,90,** ,** ,110,150,80
,,,,,,,,,,,,,,,
99338,,7840,2780,4390,590,17630,5980,2190,848454,1140,80,260,1540,680,820
99338,"$1 under $25,000",1630,1270,180,160,1680,400,280,19222,150,** ,40,90,20,130
99338,"$25,000 under $50,000",1170,670,310,180,2050,590,320,42786,120,** ,50,290,40,80
99338,"$50,000 under $75,000",960,390,460,90,2030,620,310,59471,130,30,40,260,50,90
99338,"$75,000 under $100,000",970,230,650,80,2460,850,350,84538,160,** ,40,290,60,100
99338,"$100,000 under $200,000",2340,180,2080,80,7030,2610,720,329292,390,50,90,490,260,260
99338,"$200,000 or more",770,40,710,** ,2380,910,210,313145,190,** ,** ,120,250,160
,,,,,,,,,,,,,,,
99341,,330,140,140,40,670,210,100,17726,30,20,20,50,30,30
99341,"$1 under $25,000",100,70,** ,** ,140,50,20,1259,** ,20,20,** ,** ,** 
99341,"$25,000 under $50,000",90,40,40,40,180,60,30,3323,30,** ,** ,20,** ,** 
99341,"$50,000 under $75,000",60,30,30,** ,130,40,20,3449,** ,** ,** ,30,30,30
99341,"$75,000 under $100,000",30,** ,30,** ,100,30,30,2900,** ,** ,** ,** ,** ,** 
99341,"$100,000 under $200,000",50,** ,40,** ,120,30,** ,6795,** ,** ,** ,** ,** ,** 
99341,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
99343,,1080,410,430,220,2610,1190,190,54271,90,70,90,90,60,100
99343,"$1 under $25,000",370,250,50,70,560,210,40,5204,20,** ,30,** ,** ,40
99343,"$25,000 under $50,000",340,130,90,110,840,410,40,12050,40,** ,30,30,30,** 
99343,"$50,000 under $75,000",180,30,130,40,610,310,30,10719,** ,40,30,30,** ,30
99343,"$75,000 under $100,000",70,** ,60,** ,240,120,20,5889,30,** ,** ,** ,** ,** 
99343,"$100,000 under $200,000",90,** ,80,** ,270,100,60,12303,** ,30,** ,30,30,30
99343,"$200,000 or more",30,** ,20,** ,90,40,** ,8106,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
99344,,7430,2880,2800,1670,18300,8550,1140,365277,770,170,620,640,310,630
99344,"$1 under $25,000",2680,1710,280,650,4270,1760,310,38552,240,20,130,70,20,210
99344,"$25,000 under $50,000",2490,850,780,840,6680,3410,290,90152,210,40,270,200,50,150
99344,"$50,000 under $75,000",1130,200,760,150,3740,1860,200,69127,130,30,130,140,40,100
99344,"$75,000 under $100,000",530,60,450,30,1780,810,120,45358,80,20,60,90,50,60
99344,"$100,000 under $200,000",480,60,420,** ,1490,590,160,63231,90,40,30,110,80,80
99344,"$200,000 or more",120,** ,110,** ,340,120,60,58857,20,20,0,30,70,30
,,,,,,,,,,,,,,,
99347,,990,380,520,90,2010,560,390,54744,130,120,40,260,100,160
99347,"$1 under $25,000",310,200,70,40,450,120,110,3979,50,30,20,40,20,30
99347,"$25,000 under $50,000",260,120,110,50,500,130,100,9783,** ,20,** ,80,** ,30
99347,"$50,000 under $75,000",150,30,100,** ,340,100,70,9034,40,30,20,60,40,40
99347,"$75,000 under $100,000",120,30,100,0,290,70,50,9976,** ,** ,** ,30,** ,** 
99347,"$100,000 under $200,000",150,** ,140,** ,430,140,60,21972,40,40,** ,50,40,60
99347,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
99348,,510,200,210,100,1280,560,110,25714,40,30,20,60,0,40
99348,"$1 under $25,000",150,110,** ,20,210,60,30,2162,** ,** ,20,** ,0,20
99348,"$25,000 under $50,000",180,60,70,80,500,260,30,6461,40,30,** ,30,0,** 
99348,"$50,000 under $75,000",90,30,60,** ,320,160,30,5814,** ,** ,** ,30,0,20
99348,"$75,000 under $100,000",50,** ,40,** ,140,50,** ,4109,** ,** ,** ,** ,0,** 
99348,"$100,000 under $200,000",40,** ,40,** ,110,30,20,7168,** ,** ,** ,** ,0,** 
99348,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,** 
,,,,,,,,,,,,,,,
99349,,3220,1140,1290,770,8650,4320,440,154329,180,40,190,230,80,160
99349,"$1 under $25,000",1230,750,140,340,2200,1000,100,18441,50,** ,50,** ,** ,50
99349,"$25,000 under $50,000",1110,300,420,380,3440,1910,120,39352,50,** ,60,80,30,40
99349,"$50,000 under $75,000",540,70,440,50,2020,1050,70,32491,50,40,80,50,** ,40
99349,"$75,000 under $100,000",150,** ,130,** ,500,220,50,12448,** ,** ,** ,40,** ,** 
99349,"$100,000 under $200,000",150,20,130,** ,410,140,70,20067,30,** ,** ,60,50,30
99349,"$200,000 or more",40,** ,30,** ,80,** ,30,31530,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
99350,,5640,2330,2380,910,12380,4690,1290,354663,600,250,490,760,300,510
99350,"$1 under $25,000",1750,1210,230,310,2490,830,320,23815,140,30,120,70,30,120
99350,"$25,000 under $50,000",1570,680,450,420,3500,1490,280,56884,120,30,190,200,30,100
99350,"$50,000 under $75,000",860,250,500,110,2250,890,200,53017,90,40,110,160,40,70
99350,"$75,000 under $100,000",550,110,400,40,1520,570,170,47455,80,60,40,120,40,60
99350,"$100,000 under $200,000",730,80,640,30,2090,720,250,99019,130,70,30,170,80,100
99350,"$200,000 or more",180,** ,160,** ,530,190,70,74473,40,20,** ,40,80,60
,,,,,,,,,,,,,,,
99352,,16330,7080,7400,1670,33040,10250,4520,1606670,1990,50,620,3050,1110,1390
99352,"$1 under $25,000",3870,2950,380,500,4560,1170,750,49466,380,** ,140,210,60,320
99352,"$25,000 under $50,000",3100,1810,650,580,5260,1550,640,113563,260,** ,160,540,80,180
99352,"$50,000 under $75,000",2290,1110,870,280,4430,1280,650,142072,220,** ,110,550,90,130
99352,"$75,000 under $100,000",1820,550,1090,150,4270,1370,590,157885,260,30,80,480,90,150
99352,"$100,000 under $200,000",3790,550,3090,130,10320,3440,1360,526417,570,** ,130,970,340,360
99352,"$200,000 or more",1460,110,1320,30,4200,1440,530,617267,300,20,** ,300,450,250
,,,,,,,,,,,,,,,
99353,,7620,2890,3930,750,16950,5920,1860,687418,940,60,300,1290,400,660
99353,"$1 under $25,000",1690,1300,160,220,1910,550,290,20312,160,** ,40,90,** ,130
99353,"$25,000 under $50,000",1300,710,330,240,2420,820,330,47189,120,** ,60,290,30,80
99353,"$50,000 under $75,000",1000,420,450,120,2160,720,290,62109,110,** ,60,240,30,80
99353,"$75,000 under $100,000",1010,230,680,90,2670,970,280,88760,130,** ,50,230,60,90
99353,"$100,000 under $200,000",2120,210,1840,80,6270,2310,530,290414,330,60,90,370,150,210
99353,"$200,000 or more",500,20,470,** ,1520,550,140,178634,90,** ,** ,70,130,70
,,,,,,,,,,,,,,,
99354,,11180,5320,4420,1320,21420,6440,3060,831326,1110,30,440,2080,420,780
99354,"$1 under $25,000",2940,2220,260,430,3690,1040,460,37793,250,** ,90,140,30,190
99354,"$25,000 under $50,000",2600,1460,580,510,4730,1590,470,94023,200,** ,110,380,40,130
99354,"$50,000 under $75,000",1670,780,680,190,3370,1030,480,103710,150,30,100,400,50,110
99354,"$75,000 under $100,000",1220,420,680,100,2720,820,400,105491,130,0,60,320,50,90
99354,"$100,000 under $200,000",2230,380,1760,90,5620,1630,950,306175,290,** ,80,670,150,200
99354,"$200,000 or more",520,60,460,** ,1290,330,300,184134,90,** ,** ,170,100,60
,,,,,,,,,,,,,,,
99356,,100,40,60,0,250,100,30,4746,0,0,0,0,0,0
99356,"$1 under $25,000",40,40,30,0,70,30,** ,558,0,0,0,0,0,0
99356,"$25,000 under $50,000",30,** ,** ,0,90,40,30,1298,0,0,0,0,0,0
99356,"$50,000 under $75,000",30,** ,30,0,90,30,** ,2890,0,0,0,0,0,0
99356,"$75,000 under $100,000",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,0,0,0
99356,"$100,000 under $200,000",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,0,0,0
99356,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,0,0,0
,,,,,,,,,,,,,,,
99357,,2090,870,780,430,5350,2630,220,94970,180,50,130,90,90,140
99357,"$1 under $25,000",810,570,110,130,1270,510,60,11568,50,** ,30,30,** ,40
99357,"$25,000 under $50,000",710,220,240,250,2040,1090,50,25860,50,30,50,** ,30,40
99357,"$50,000 under $75,000",280,50,190,50,1050,570,30,17338,20,** ,50,30,** ,** 
99357,"$75,000 under $100,000",140,30,120,** ,520,260,30,11664,30,** ,** ,** ,** ,20
99357,"$100,000 under $200,000",110,** ,90,** ,370,170,50,14104,30,20,** ,30,30,40
99357,"$200,000 or more",40,** ,30,0,100,30,** ,14436,** ,** ,0,** ,30,** 
,,,,,,,,,,,,,,,
99360,,650,240,320,60,1360,460,200,43937,80,90,30,120,60,80
99360,"$1 under $25,000",160,110,30,** ,170,30,40,1996,30,30,** ,** ,** ,30
99360,"$25,000 under $50,000",180,80,50,60,340,120,40,6505,** ,** ,30,40,30,** 
99360,"$50,000 under $75,000",120,30,70,** ,310,130,40,7092,30,30,** ,30,** ,20
99360,"$75,000 under $100,000",80,20,60,** ,220,80,30,7004,** ,** ,** ,20,** ,** 
99360,"$100,000 under $200,000",90,** ,90,** ,270,100,50,12938,20,30,** ,30,30,30
99360,"$200,000 or more",20,** ,20,0,50,** ,** ,8402,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
99361,,810,330,400,90,1620,450,290,50267,100,50,30,180,80,100
99361,"$1 under $25,000",250,180,40,30,310,70,80,3319,50,** ,** ,30,30,50
99361,"$25,000 under $50,000",170,70,70,40,350,110,60,6403,** ,30,30,50,** ,** 
99361,"$50,000 under $75,000",140,50,80,20,320,100,50,8804,30,** ,** ,40,20,20
99361,"$75,000 under $100,000",100,30,80,** ,250,70,40,8696,** ,** ,** ,20,** ,** 
99361,"$100,000 under $200,000",120,** ,110,** ,330,100,60,16268,20,20,** ,40,30,30
99361,"$200,000 or more",30,** ,20,0,60,** ,** ,6777,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
99362,,18060,8190,7310,2350,35170,10890,5620,1260103,2490,380,720,3490,1240,2040
99362,"$1 under $25,000",5670,4080,680,840,7240,1930,1390,72603,570,40,230,320,110,490
99362,"$25,000 under $50,000",4580,2320,1170,1030,8810,3090,1150,165938,450,50,230,870,130,330
99362,"$50,000 under $75,000",2760,1060,1360,300,6020,1900,970,170666,390,40,120,730,160,310
99362,"$75,000 under $100,000",1680,350,1210,100,4260,1360,650,145452,300,50,60,530,150,230
99362,"$100,000 under $200,000",2570,290,2200,80,6760,2000,1060,344147,560,120,80,780,370,450
99362,"$200,000 or more",800,90,690,** ,2080,610,400,361297,220,80,** ,260,320,230
,,,,,,,,,,,,,,,
99371,,120,50,50,0,220,60,40,6044,0,0,0,30,0,0
99371,"$1 under $25,000",40,20,** ,0,50,** ,** ,363,0,0,0,** ,0,0
99371,"$25,000 under $50,000",50,30,30,0,100,40,40,2223,0,0,0,30,0,0
99371,"$50,000 under $75,000",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
99371,"$75,000 under $100,000",30,** ,20,0,70,20,** ,3458,0,0,0,** ,0,0
99371,"$100,000 under $200,000",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
99371,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
,,,,,,,,,,,,,,,
99401,,140,60,70,0,270,60,60,8376,0,0,0,30,0,0
99401,"$1 under $25,000",40,30,30,0,50,** ,30,509,0,0,0,** ,0,0
99401,"$25,000 under $50,000",40,30,** ,0,80,30,** ,1349,0,0,0,** ,0,0
99401,"$50,000 under $75,000",40,** ,20,0,80,30,30,2593,0,0,0,30,0,0
99401,"$75,000 under $100,000",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
99401,"$100,000 under $200,000",20,** ,20,0,60,** ,** ,3925,0,0,0,** ,0,0
99401,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
,,,,,,,,,,,,,,,
99402,,850,340,400,100,1720,500,350,86777,150,40,30,210,70,130
99402,"$1 under $25,000",250,170,40,40,350,90,90,3207,40,20,** ,** ,30,40
99402,"$25,000 under $50,000",200,100,60,40,370,110,80,7439,50,** ,30,70,** ,40
