"ZIP
code [1]",Size of adjusted gross income,Number of returns [2],Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Elderly returns,Farm returns,Unemployment compensation [9],Taxable Social Security benefits,Partnership/S-corp net income (less loss)
98253,"$75,000 under $100,000",130,40,90,0,260,80,0,30,70,0
98253,"$100,000 under $200,000",220,70,160,0,420,140,0,50,110,20
98253,"$200,000 or more",100,0,80,0,220,70,0,0,40,30
,,,,,,,,,,,
98257,,2320,1100,1000,200,3940,1200,0,510,820,210
98257,"$1 under $25,000",570,410,100,50,730,270,0,110,70,0
98257,"$25,000 under $50,000",530,320,120,90,830,190,0,180,160,40
98257,"$50,000 under $75,000",320,160,120,30,510,180,0,70,150,20
98257,"$75,000 under $100,000",260,100,150,30,490,160,0,60,130,30
98257,"$100,000 under $200,000",460,80,360,0,990,290,0,90,230,60
98257,"$200,000 or more",180,30,150,0,390,110,0,0,80,60
,,,,,,,,,,,
98258,,24670,11020,10900,2330,50300,4720,40,7170,2850,1090
98258,"$1 under $25,000",4840,4020,410,350,5080,920,0,920,300,70
98258,"$25,000 under $50,000",4670,3080,790,680,7370,820,0,1530,630,90
98258,"$50,000 under $75,000",3800,1920,1230,560,7260,830,0,1140,590,120
98258,"$75,000 under $100,000",3090,970,1710,330,7200,660,40,1000,460,130
98258,"$100,000 under $200,000",6540,880,5230,360,18350,1170,0,2200,710,350
98258,"$200,000 or more",1730,150,1530,50,5040,320,0,380,160,330
,,,,,,,,,,,
98260,,3110,1490,1460,140,5360,1700,30,610,1090,340
98260,"$1 under $25,000",810,620,140,40,950,420,0,150,120,30
98260,"$25,000 under $50,000",580,370,170,40,870,270,30,170,210,40
98260,"$50,000 under $75,000",410,210,170,30,690,230,0,80,180,40
98260,"$75,000 under $100,000",330,110,200,30,660,210,0,80,150,40
98260,"$100,000 under $200,000",650,130,510,0,1420,380,0,100,300,90
98260,"$200,000 or more",330,50,270,0,770,190,0,30,130,100
,,,,,,,,,,,
98261,,1420,670,660,90,2440,780,40,220,490,220
98261,"$1 under $25,000",410,310,60,30,520,170,20,70,30,30
98261,"$25,000 under $50,000",310,180,100,30,520,130,0,70,100,30
98261,"$50,000 under $75,000",190,70,110,30,370,110,0,40,80,40
98261,"$75,000 under $100,000",140,30,100,0,290,90,0,20,70,20
98261,"$100,000 under $200,000",220,50,170,0,450,170,20,20,140,50
98261,"$200,000 or more",150,30,120,0,290,110,0,0,70,50
,,,,,,,,,,,
98262,,520,260,230,30,870,290,0,80,180,60
98262,"$1 under $25,000",130,100,0,0,160,60,0,20,0,0
98262,"$25,000 under $50,000",110,70,60,30,170,60,0,30,50,30
98262,"$50,000 under $75,000",90,60,30,0,140,50,0,30,40,0
98262,"$75,000 under $100,000",60,0,40,0,120,30,0,0,20,0
98262,"$100,000 under $200,000",80,30,60,0,170,60,0,0,50,30
98262,"$200,000 or more",50,0,40,0,110,30,0,0,20,0
,,,,,,,,,,,
98264,,10610,4420,5260,820,22180,3110,160,2240,1970,960
98264,"$1 under $25,000",2630,2000,390,200,3040,740,0,410,220,70
98264,"$25,000 under $50,000",2360,1380,620,340,3960,610,60,580,480,80
98264,"$50,000 under $75,000",1690,610,900,150,3790,530,0,410,400,100
98264,"$75,000 under $100,000",1290,220,990,70,3430,440,20,340,350,100
98264,"$100,000 under $200,000",2040,180,1800,60,6070,580,40,430,400,290
98264,"$200,000 or more",600,30,560,0,1890,210,40,70,120,320
,,,,,,,,,,,
98266,,1830,900,650,240,3500,360,0,560,210,60
98266,"$1 under $25,000",540,360,90,70,810,120,0,140,30,0
98266,"$25,000 under $50,000",590,330,140,110,1070,90,0,180,70,40
98266,"$50,000 under $75,000",350,140,160,60,770,60,0,120,50,0
98266,"$75,000 under $100,000",170,40,120,0,420,40,0,80,30,20
98266,"$100,000 under $200,000",140,30,110,0,350,50,0,40,30,0
98266,"$200,000 or more",40,0,30,0,80,0,0,0,0,0
,,,,,,,,,,,
98267,,230,130,80,0,400,70,0,60,40,0
98267,"$1 under $25,000",70,60,0,0,100,20,0,0,20,0
98267,"$25,000 under $50,000",70,50,40,0,110,30,0,40,0,0
98267,"$50,000 under $75,000",30,20,0,0,60,0,0,20,20,0
98267,"$75,000 under $100,000",30,0,20,0,60,20,0,0,0,0
98267,"$100,000 under $200,000",30,0,20,0,70,0,0,0,0,0
98267,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98270,,25790,12740,9730,2930,48830,5300,0,8080,3200,740
98270,"$1 under $25,000",5820,4650,560,550,6900,1210,0,1130,360,70
98270,"$25,000 under $50,000",6360,4100,990,1110,9990,1140,0,2210,820,90
98270,"$50,000 under $75,000",4270,2120,1400,660,8140,920,0,1420,680,100
98270,"$75,000 under $100,000",3200,970,1830,340,7560,710,0,1160,520,100
98270,"$100,000 under $200,000",5300,820,4200,250,13980,1080,0,1930,690,240
98270,"$200,000 or more",840,80,750,20,2260,240,0,230,130,140
,,,,,,,,,,,
98271,,16170,8490,5490,1880,28610,3820,0,4710,2380,520
98271,"$1 under $25,000",4650,3740,420,410,5160,940,0,760,270,40
98271,"$25,000 under $50,000",3940,2520,640,690,6340,770,0,1370,570,60
98271,"$50,000 under $75,000",2640,1240,900,440,5140,670,0,850,510,60
98271,"$75,000 under $100,000",1790,520,1050,180,4060,510,0,640,390,60
98271,"$100,000 under $200,000",2620,420,2010,160,6560,730,0,960,520,170
98271,"$200,000 or more",530,50,470,0,1350,200,0,130,120,130
,,,,,,,,,,,
98272,,14220,6720,6010,1280,27730,3130,60,3460,1760,760
98272,"$1 under $25,000",3280,2710,270,250,3620,700,0,520,180,40
98272,"$25,000 under $50,000",2880,1850,520,440,4520,580,30,850,410,80
98272,"$50,000 under $75,000",2080,1030,710,290,4040,500,0,560,340,80
98272,"$75,000 under $100,000",1660,540,950,140,3820,420,0,460,300,100
98272,"$100,000 under $200,000",3130,450,2540,130,8450,650,30,890,390,250
98272,"$200,000 or more",1190,140,1020,30,3280,280,0,180,140,210
,,,,,,,,,,,
98273,,14840,7160,5450,2020,28660,3880,120,3500,2380,690
98273,"$1 under $25,000",4030,3040,440,500,5240,1040,30,650,280,50
98273,"$25,000 under $50,000",4110,2300,810,930,7380,810,0,1120,590,80
98273,"$50,000 under $75,000",2490,1040,1010,380,5410,630,40,620,470,100
98273,"$75,000 under $100,000",1500,400,960,120,3640,440,0,430,350,80
98273,"$100,000 under $200,000",2200,320,1790,90,5690,750,30,610,550,190
98273,"$200,000 or more",510,60,440,0,1300,210,20,70,140,190
,,,,,,,,,,,
98274,,8880,4020,3930,840,17040,2960,40,2060,1980,540
98274,"$1 under $25,000",2110,1610,320,170,2600,670,0,360,190,50
98274,"$25,000 under $50,000",2030,1170,460,360,3400,560,0,530,470,40
98274,"$50,000 under $75,000",1380,650,540,170,2690,460,0,340,360,60
98274,"$75,000 under $100,000",1010,280,640,70,2340,360,40,290,290,70
98274,"$100,000 under $200,000",1830,250,1520,70,4660,690,0,470,520,160
98274,"$200,000 or more",520,60,450,0,1350,220,0,70,150,160
,,,,,,,,,,,
98275,,11110,5210,4990,760,20960,3400,0,2660,2000,900
98275,"$1 under $25,000",2070,1720,230,100,2070,480,0,400,140,40
98275,"$25,000 under $50,000",1790,1270,290,200,2630,400,0,620,300,40
98275,"$50,000 under $75,000",1540,910,440,160,2540,460,0,420,320,70
98275,"$75,000 under $100,000",1170,530,510,100,2230,410,0,300,290,80
98275,"$100,000 under $200,000",2880,630,2060,160,6900,1090,0,630,670,290
98275,"$200,000 or more",1660,150,1460,40,4590,560,0,290,280,380
,,,,,,,,,,,
98276,,690,270,350,70,1520,160,0,190,100,20
98276,"$1 under $25,000",150,110,30,0,210,50,0,30,0,0
98276,"$25,000 under $50,000",180,100,50,40,300,40,0,40,70,20
98276,"$50,000 under $75,000",110,40,60,30,270,30,0,40,0,0
98276,"$75,000 under $100,000",110,20,80,0,310,40,0,40,30,0
98276,"$100,000 under $200,000",140,0,130,0,430,0,0,40,0,0
98276,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98277,,19170,8580,8630,1460,37240,5010,60,2860,3420,570
98277,"$1 under $25,000",4160,3110,550,360,5200,1030,0,550,310,40
98277,"$25,000 under $50,000",5970,3440,1630,660,10420,1000,0,870,780,70
98277,"$50,000 under $75,000",3310,1220,1780,240,7160,880,40,560,710,60
98277,"$75,000 under $100,000",2140,420,1580,110,5270,710,0,370,580,60
98277,"$100,000 under $200,000",3030,310,2620,90,7860,1120,20,460,860,210
98277,"$200,000 or more",560,80,470,0,1330,270,0,50,180,130
,,,,,,,,,,,
98279,,350,180,150,0,550,170,0,60,120,30
98279,"$1 under $25,000",90,70,0,0,100,30,0,20,0,0
98279,"$25,000 under $50,000",80,60,30,0,110,30,0,40,40,0
98279,"$50,000 under $75,000",40,30,40,0,70,40,0,0,30,0
98279,"$75,000 under $100,000",30,0,0,0,50,0,0,0,0,0
98279,"$100,000 under $200,000",60,20,40,0,120,40,0,0,30,30
98279,"$200,000 or more",50,0,40,0,100,30,0,0,20,0
,,,,,,,,,,,
98281,,650,320,270,30,1080,320,0,150,170,60
98281,"$1 under $25,000",200,140,40,0,250,100,0,40,30,0
98281,"$25,000 under $50,000",130,80,40,30,200,60,0,50,40,30
98281,"$50,000 under $75,000",90,60,30,0,150,40,0,30,30,0
98281,"$75,000 under $100,000",70,0,40,0,130,30,0,30,20,0
98281,"$100,000 under $200,000",90,40,70,0,190,50,0,0,50,30
98281,"$200,000 or more",70,0,50,0,160,40,0,0,0,0
,,,,,,,,,,,
98282,,8920,3960,4390,480,16010,4150,30,1870,2840,630
98282,"$1 under $25,000",1980,1490,360,110,2370,840,0,310,260,50
98282,"$25,000 under $50,000",1680,1050,460,140,2560,680,0,400,550,60
98282,"$50,000 under $75,000",1320,630,570,100,2300,660,0,320,530,60
98282,"$75,000 under $100,000",1120,350,700,60,2310,580,30,240,460,60
98282,"$100,000 under $200,000",2080,340,1670,70,4820,1000,0,490,780,210
98282,"$200,000 or more",740,100,630,0,1650,390,0,110,260,190
,,,,,,,,,,,
98283,,190,90,70,20,370,60,0,50,40,0
98283,"$1 under $25,000",60,30,20,20,90,30,0,0,0,0
98283,"$25,000 under $50,000",40,30,0,0,70,0,0,50,0,0
98283,"$50,000 under $75,000",50,30,20,0,100,30,0,0,40,0
98283,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0
98283,"$100,000 under $200,000",40,0,30,0,110,0,0,0,0,0
98283,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98284,,12600,6170,4740,1510,23630,3200,130,3610,1930,480
98284,"$1 under $25,000",3250,2400,440,370,4160,900,40,630,270,40
98284,"$25,000 under $50,000",3420,2090,620,650,5680,710,0,1100,530,60
98284,"$50,000 under $75,000",2200,1040,820,290,4320,550,30,650,420,70
98284,"$75,000 under $100,000",1480,390,940,120,3500,410,0,530,300,60
98284,"$100,000 under $200,000",1910,220,1610,80,5100,500,60,650,330,150
98284,"$200,000 or more",340,30,310,0,870,130,0,50,80,100
,,,,,,,,,,,
98290,,17800,8110,8210,1240,34720,4730,100,4430,2880,1310
98290,"$1 under $25,000",3590,2970,390,200,3730,950,0,590,280,80
98290,"$25,000 under $50,000",3360,2330,560,410,4980,790,40,1000,610,100
98290,"$50,000 under $75,000",2390,1290,780,260,4150,690,0,640,510,130
98290,"$75,000 under $100,000",1940,650,1050,190,4150,620,0,550,450,130
98290,"$100,000 under $200,000",4490,720,3590,150,11850,1230,40,1300,800,410
98290,"$200,000 or more",2030,150,1840,30,5860,450,20,350,230,460
,,,,,,,,,,,
98292,,12240,5520,5560,980,23520,3750,90,3380,2460,760
98292,"$1 under $25,000",2610,2090,310,180,2870,770,0,450,240,50
98292,"$25,000 under $50,000",2470,1590,500,330,3810,680,0,780,520,80
98292,"$50,000 under $75,000",1780,860,670,210,3320,600,30,520,470,70
98292,"$75,000 under $100,000",1450,450,840,130,3210,520,0,470,400,90
98292,"$100,000 under $200,000",3050,440,2460,130,7990,890,30,980,640,230
98292,"$200,000 or more",880,90,780,0,2320,290,30,180,190,240
,,,,,,,,,,,
98294,,3890,1860,1530,460,7610,780,20,1100,430,130
98294,"$1 under $25,000",850,660,100,80,1050,210,0,160,50,0
98294,"$25,000 under $50,000",1000,610,200,180,1710,180,20,300,120,40
98294,"$50,000 under $75,000",670,320,240,100,1340,140,0,190,100,30
98294,"$75,000 under $100,000",560,160,340,50,1340,100,0,200,60,0
98294,"$100,000 under $200,000",720,110,570,50,1930,130,0,250,100,60
98294,"$200,000 or more",90,0,80,0,240,20,0,0,0,0
,,,,,,,,,,,
98295,,1290,570,560,150,2700,270,30,330,140,80
98295,"$1 under $25,000",320,230,50,30,410,70,0,50,0,0
98295,"$25,000 under $50,000",320,170,80,70,590,70,0,100,50,0
98295,"$50,000 under $75,000",270,100,130,50,630,50,30,80,50,30
98295,"$75,000 under $100,000",160,40,110,0,430,30,0,50,0,0
98295,"$100,000 under $200,000",190,30,170,0,560,50,0,50,40,50
98295,"$200,000 or more",30,0,20,0,80,0,0,0,0,0
,,,,,,,,,,,
98296,,12610,5190,6620,680,26270,3050,50,2760,1810,1150
98296,"$1 under $25,000",2450,2100,230,100,2170,470,0,430,140,60
98296,"$25,000 under $50,000",1740,1240,320,150,2520,390,20,480,290,70
98296,"$50,000 under $75,000",1370,790,430,130,2350,410,0,330,280,80
98296,"$75,000 under $100,000",1160,410,620,100,2400,410,0,270,310,90
98296,"$100,000 under $200,000",3440,490,2770,160,9380,940,30,840,590,340
98296,"$200,000 or more",2450,160,2250,40,7450,430,0,410,200,510
,,,,,,,,,,,
98303,,670,310,340,20,1120,380,0,110,250,50
98303,"$1 under $25,000",170,120,50,20,210,90,0,20,30,0
98303,"$25,000 under $50,000",140,90,40,0,210,60,0,30,60,0
98303,"$50,000 under $75,000",100,70,40,0,160,60,0,40,50,0
98303,"$75,000 under $100,000",80,0,60,0,160,50,0,0,40,0
98303,"$100,000 under $200,000",130,30,110,0,270,90,0,20,70,50
98303,"$200,000 or more",50,0,40,0,110,30,0,0,0,0
,,,,,,,,,,,
98304,,390,220,160,30,680,140,0,100,90,0
98304,"$1 under $25,000",120,100,0,0,150,40,0,30,0,0
98304,"$25,000 under $50,000",120,70,60,30,200,40,0,50,40,0
98304,"$50,000 under $75,000",60,50,50,0,130,40,0,0,20,0
98304,"$75,000 under $100,000",40,0,0,0,70,0,0,20,30,0
98304,"$100,000 under $200,000",50,0,50,0,130,20,0,0,0,0
98304,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98305,,180,90,80,0,340,90,0,30,50,0
98305,"$1 under $25,000",60,40,30,0,90,50,0,0,30,0
98305,"$25,000 under $50,000",40,20,0,0,70,0,0,30,0,0
98305,"$50,000 under $75,000",50,30,30,0,100,40,0,0,20,0
98305,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0
98305,"$100,000 under $200,000",30,0,20,0,80,0,0,0,0,0
98305,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98310,,10260,5740,3180,1160,17510,2570,0,1810,1590,230
98310,"$1 under $25,000",2500,1930,210,320,3270,560,0,440,150,20
98310,"$25,000 under $50,000",3010,2000,460,470,4550,660,0,660,450,20
98310,"$50,000 under $75,000",1960,1060,640,230,3450,530,0,290,390,50
98310,"$75,000 under $100,000",1180,440,630,90,2430,330,0,180,260,0
98310,"$100,000 under $200,000",1410,270,1080,50,3370,410,0,210,300,90
98310,"$200,000 or more",200,40,160,0,440,80,0,30,40,50
,,,,,,,,,,,
98311,,12960,6180,5290,1220,24490,3460,0,2250,2260,340
98311,"$1 under $25,000",2940,2360,260,250,3450,660,0,510,190,30
98311,"$25,000 under $50,000",3060,1930,570,460,4910,630,0,710,470,40
98311,"$50,000 under $75,000",2350,1080,950,270,4560,710,0,320,540,40
98311,"$75,000 under $100,000",1690,470,1040,150,3880,550,0,260,400,50
98311,"$100,000 under $200,000",2520,300,2120,90,6690,760,0,400,570,100
98311,"$200,000 or more",400,40,350,0,1000,150,0,50,90,80
,,,,,,,,,,,
98312,,16140,8360,5850,1600,29000,3720,20,2880,2240,480
98312,"$1 under $25,000",3930,3030,380,420,4970,740,0,660,190,30
98312,"$25,000 under $50,000",4290,2700,810,650,6850,820,20,960,560,50
98312,"$50,000 under $75,000",2900,1490,1040,310,5270,710,0,470,510,50
98312,"$75,000 under $100,000",1900,660,1080,130,4150,510,0,310,370,40
98312,"$100,000 under $200,000",2550,410,2050,90,6320,750,0,410,510,160
98312,"$200,000 or more",570,70,490,0,1440,190,0,70,100,150
,,,,,,,,,,,
98315,,1520,640,790,50,3660,40,0,90,20,0
98315,"$1 under $25,000",320,240,60,0,460,0,0,30,0,0
98315,"$25,000 under $50,000",640,350,240,50,1280,0,0,0,20,0
98315,"$50,000 under $75,000",340,50,290,0,1170,40,0,30,0,0
98315,"$75,000 under $100,000",120,0,110,0,420,0,0,30,0,0
98315,"$100,000 under $200,000",100,0,90,0,330,0,0,0,0,0
98315,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98320,,670,320,290,50,1120,350,0,110,250,20
98320,"$1 under $25,000",210,140,50,20,300,100,0,30,40,0
98320,"$25,000 under $50,000",180,90,70,30,300,80,0,40,70,20
98320,"$50,000 under $75,000",100,70,40,0,180,50,0,20,40,0
98320,"$75,000 under $100,000",60,0,40,0,110,40,0,20,40,0
98320,"$100,000 under $200,000",90,20,70,0,180,60,0,0,60,0
98320,"$200,000 or more",30,0,20,0,50,20,0,0,0,0
,,,,,,,,,,,
98321,,8320,3750,3730,750,16480,2010,60,2190,1320,440
98321,"$1 under $25,000",1730,1410,180,120,1840,450,30,280,170,0
98321,"$25,000 under $50,000",1680,1130,280,250,2540,390,0,480,310,40
98321,"$50,000 under $75,000",1170,590,380,180,2170,320,0,340,250,40
98321,"$75,000 under $100,000",960,330,540,80,2140,260,0,320,200,50
98321,"$100,000 under $200,000",2170,250,1800,120,5990,470,30,640,320,160
98321,"$200,000 or more",610,40,550,0,1800,120,0,130,70,150
,,,,,,,,,,,
98323,,350,150,160,40,760,80,0,100,50,0
98323,"$1 under $25,000",70,50,20,0,100,30,0,0,20,0
98323,"$25,000 under $50,000",80,50,0,40,130,0,0,50,0,0
98323,"$50,000 under $75,000",50,20,20,0,100,20,0,0,30,0
98323,"$75,000 under $100,000",60,30,40,0,160,30,0,20,0,0
98323,"$100,000 under $200,000",90,0,80,0,270,0,0,30,0,0
98323,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98325,,1190,610,490,80,2010,430,20,300,240,80
98325,"$1 under $25,000",400,310,60,30,490,130,20,100,30,0
98325,"$25,000 under $50,000",280,160,80,50,460,90,0,90,60,40
98325,"$50,000 under $75,000",190,80,100,0,330,90,0,30,60,0
98325,"$75,000 under $100,000",120,30,80,0,250,50,0,30,40,0
98325,"$100,000 under $200,000",160,30,140,0,390,70,0,50,50,40
98325,"$200,000 or more",40,0,30,0,90,0,0,0,0,0
,,,,,,,,,,,
98326,,380,250,90,30,550,90,0,70,50,0
98326,"$1 under $25,000",220,180,30,0,240,30,0,40,20,0
98326,"$25,000 under $50,000",70,40,0,30,110,20,0,0,0,0
98326,"$50,000 under $75,000",70,30,40,0,130,40,0,30,30,0
98326,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0
98326,"$100,000 under $200,000",20,0,20,0,70,0,0,0,0,0
98326,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98327,,4450,1800,2180,340,9470,770,0,610,530,120
98327,"$1 under $25,000",830,670,80,40,870,120,0,110,50,0
98327,"$25,000 under $50,000",920,510,250,100,1570,120,0,120,100,0
98327,"$50,000 under $75,000",820,320,390,100,1850,150,0,120,110,40
98327,"$75,000 under $100,000",590,150,370,50,1500,110,0,80,90,0
98327,"$100,000 under $200,000",1080,150,890,50,3020,210,0,160,150,50
98327,"$200,000 or more",210,0,200,0,660,60,0,20,30,30
,,,,,,,,,,,
98328,,5030,2150,2280,520,10040,1390,100,1290,890,250
98328,"$1 under $25,000",1160,860,170,110,1460,320,20,190,80,40
98328,"$25,000 under $50,000",1080,630,240,190,1820,250,0,290,200,0
98328,"$50,000 under $75,000",820,350,330,120,1640,230,30,240,190,30
98328,"$75,000 under $100,000",640,180,390,60,1500,220,0,200,160,30
98328,"$100,000 under $200,000",1080,110,920,40,2940,280,30,330,200,80
98328,"$200,000 or more",250,20,230,0,680,90,20,40,60,70
,,,,,,,,,,,
98329,,4440,1960,2020,390,8620,1300,30,1040,830,220
98329,"$1 under $25,000",930,700,150,70,1140,270,0,180,90,0
98329,"$25,000 under $50,000",940,570,200,150,1500,250,0,270,190,40
98329,"$50,000 under $75,000",740,340,300,70,1430,220,0,180,170,30
98329,"$75,000 under $100,000",570,180,330,50,1280,180,30,140,130,20
98329,"$100,000 under $200,000",1010,140,830,50,2630,300,0,230,210,70
98329,"$200,000 or more",250,30,210,0,640,80,0,40,40,60
,,,,,,,,,,,
98330,,130,80,60,0,280,40,0,50,20,0
98330,"$1 under $25,000",40,40,0,0,50,0,0,0,0,0
98330,"$25,000 under $50,000",40,40,0,0,80,40,0,50,20,0
98330,"$50,000 under $75,000",30,0,40,0,80,0,0,0,0,0
98330,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0
98330,"$100,000 under $200,000",20,0,20,0,70,0,0,0,0,0
98330,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98331,,2410,1090,910,360,4720,630,0,590,390,110
98331,"$1 under $25,000",800,540,110,130,1190,170,0,170,50,30
98331,"$25,000 under $50,000",610,310,150,140,1160,140,0,160,110,0
98331,"$50,000 under $75,000",410,160,170,90,830,120,0,100,80,30
98331,"$75,000 under $100,000",240,50,180,0,600,90,0,60,70,0
98331,"$100,000 under $200,000",300,30,260,0,820,110,0,100,80,30
98331,"$200,000 or more",50,0,40,0,120,0,0,0,0,20
,,,,,,,,,,,
98332,,9130,3660,4750,540,18160,3510,20,1540,2410,920
98332,"$1 under $25,000",1920,1570,230,90,1980,560,20,290,170,40
98332,"$25,000 under $50,000",1230,800,270,130,1800,460,0,310,370,60
98332,"$50,000 under $75,000",990,500,350,100,1710,450,0,160,370,50
98332,"$75,000 under $100,000",910,300,500,80,1880,440,0,160,350,70
98332,"$100,000 under $200,000",2490,370,1990,100,6280,1070,0,440,840,260
98332,"$200,000 or more",1590,120,1410,40,4510,530,0,180,310,440
,,,,,,,,,,,
98333,,2010,780,1130,80,4050,860,0,310,580,260
98333,"$1 under $25,000",370,320,40,0,380,100,0,70,40,20
98333,"$25,000 under $50,000",260,170,60,30,370,100,0,60,80,0
98333,"$50,000 under $75,000",200,100,80,30,330,110,0,30,80,30
98333,"$75,000 under $100,000",190,70,110,0,370,110,0,30,80,0
98333,"$100,000 under $200,000",560,80,460,20,1410,280,0,80,210,80
98333,"$200,000 or more",430,40,380,0,1190,160,0,40,90,130
,,,,,,,,,,,
98335,,14330,6190,7030,840,27490,5450,30,2490,3710,1520
98335,"$1 under $25,000",2840,2340,320,140,2870,860,0,470,310,90
98335,"$25,000 under $50,000",2230,1540,420,220,3150,730,0,540,600,70
98335,"$50,000 under $75,000",1810,960,630,170,3110,760,0,340,610,110
98335,"$75,000 under $100,000",1500,580,770,100,2930,690,30,270,560,130
98335,"$100,000 under $200,000",3590,580,2790,160,8850,1550,0,590,1120,400
98335,"$200,000 or more",2360,190,2100,50,6580,860,0,280,510,720
,,,,,,,,,,,
98336,,420,180,190,50,850,130,0,90,80,0
98336,"$1 under $25,000",130,80,30,0,200,40,0,20,0,0
98336,"$25,000 under $50,000",110,50,40,50,220,30,0,40,40,0
98336,"$50,000 under $75,000",70,50,40,0,160,30,0,0,20,0
98336,"$75,000 under $100,000",60,0,40,0,140,30,0,30,20,0
98336,"$100,000 under $200,000",50,0,40,0,130,0,0,0,0,0
98336,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98337,,3570,2370,800,300,5360,640,0,670,330,70
98337,"$1 under $25,000",1040,850,70,90,1280,170,0,220,50,20
98337,"$25,000 under $50,000",1030,780,110,110,1410,140,0,230,80,0
98337,"$50,000 under $75,000",670,450,160,50,990,130,0,110,70,0
98337,"$75,000 under $100,000",360,170,140,30,650,80,0,40,60,30
98337,"$100,000 under $200,000",390,120,260,20,860,90,0,70,50,0
98337,"$200,000 or more",80,0,60,0,170,30,0,0,20,20
,,,,,,,,,,,
98338,,13920,6330,5900,1440,27510,3330,80,3570,2170,460
98338,"$1 under $25,000",3180,2460,350,300,3850,770,20,550,250,30
98338,"$25,000 under $50,000",3160,1940,630,520,5190,670,0,840,550,30
98338,"$50,000 under $75,000",2300,1050,890,310,4560,560,30,630,440,70
98338,"$75,000 under $100,000",1700,520,980,170,3980,460,0,520,340,50
98338,"$100,000 under $200,000",3000,320,2530,140,8320,700,30,930,490,150
98338,"$200,000 or more",580,40,520,0,1610,170,0,100,100,130
,,,,,,,,,,,
98339,,2000,1060,740,200,3440,740,0,490,460,100
98339,"$1 under $25,000",620,460,90,70,830,220,0,140,60,20
98339,"$25,000 under $50,000",590,380,120,90,950,170,0,170,120,0
98339,"$50,000 under $75,000",300,120,150,40,610,110,0,90,90,30
98339,"$75,000 under $100,000",190,50,130,0,400,90,0,40,70,0
98339,"$100,000 under $200,000",230,50,190,0,510,110,0,50,90,50
98339,"$200,000 or more",70,0,60,0,140,40,0,0,30,0
,,,,,,,,,,,
98340,,1490,580,810,60,2630,830,0,230,580,130
98340,"$1 under $25,000",300,220,60,0,350,150,0,50,40,20
98340,"$25,000 under $50,000",250,150,70,30,360,120,0,60,100,0
98340,"$50,000 under $75,000",210,90,100,30,380,120,0,30,110,30
98340,"$75,000 under $100,000",190,50,130,0,370,120,0,20,100,0
98340,"$100,000 under $200,000",380,50,320,0,820,220,0,70,170,40
98340,"$200,000 or more",160,20,130,0,350,100,0,0,60,40
,,,,,,,,,,,
98342,,810,360,400,60,1480,370,0,190,240,80
98342,"$1 under $25,000",180,140,30,0,210,70,0,50,0,20
98342,"$25,000 under $50,000",150,80,50,30,240,60,0,50,70,0
98342,"$50,000 under $75,000",130,70,50,30,240,60,0,40,50,0
98342,"$75,000 under $100,000",80,30,40,0,160,40,0,0,30,0
98342,"$100,000 under $200,000",180,40,150,0,430,90,0,50,60,30
98342,"$200,000 or more",90,0,80,0,200,50,0,0,30,30
,,,,,,,,,,,
98346,,5250,2410,2300,470,9650,1840,40,1220,1190,380
98346,"$1 under $25,000",1250,960,170,100,1490,370,0,260,100,40
98346,"$25,000 under $50,000",1090,680,210,180,1740,290,0,340,230,30
98346,"$50,000 under $75,000",780,380,310,90,1460,280,0,200,200,40
98346,"$75,000 under $100,000",610,190,360,50,1300,270,40,130,210,40
98346,"$100,000 under $200,000",1080,160,870,50,2600,460,0,230,340,110
98346,"$200,000 or more",440,40,380,0,1060,170,0,60,110,120
,,,,,,,,,,,
98349,,2320,1030,1050,210,4490,820,20,520,510,120
98349,"$1 under $25,000",580,420,80,60,760,190,20,100,50,0
98349,"$25,000 under $50,000",550,300,170,80,970,170,0,150,140,50
98349,"$50,000 under $75,000",380,170,170,50,750,140,0,90,110,0
98349,"$75,000 under $100,000",270,70,190,0,650,110,0,70,80,0
98349,"$100,000 under $200,000",440,70,350,20,1130,160,0,110,110,40
98349,"$200,000 or more",100,0,90,0,230,50,0,0,20,30
,,,,,,,,,,,
98351,,500,210,230,40,930,210,0,100,120,0
98351,"$1 under $25,000",130,90,30,0,190,50,0,0,0,0
98351,"$25,000 under $50,000",100,60,30,0,150,40,0,50,40,0
