"ZIP
code [1]",Size of adjusted gross income,Number of returns [2],Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Elderly returns,Farm returns,Unemployment compensation [9],Taxable Social Security benefits,Partnership/S-corp net income (less loss)
99019,"$50,000 under $75,000",800,400,290,90,1470,270,0,150,220,40
99019,"$75,000 under $100,000",660,170,410,60,1500,250,0,130,200,50
99019,"$100,000 under $200,000",1450,200,1180,70,3870,510,0,240,360,200
99019,"$200,000 or more",810,70,720,0,2440,240,0,70,140,300
,,,,,,,,,,,
99021,,4830,2080,2260,430,9590,1460,80,1060,890,340
99021,"$1 under $25,000",1300,1000,190,100,1440,360,0,220,100,20
99021,"$25,000 under $50,000",1110,660,270,160,1870,300,40,300,240,30
99021,"$50,000 under $75,000",680,240,340,90,1480,210,0,170,160,40
99021,"$75,000 under $100,000",490,80,360,40,1240,170,0,120,130,40
99021,"$100,000 under $200,000",980,100,860,40,2770,340,40,210,220,110
99021,"$200,000 or more",270,0,240,0,790,80,0,40,40,100
,,,,,,,,,,,
99022,,4240,1930,1860,400,8130,1230,80,850,840,130
99022,"$1 under $25,000",1060,820,130,110,1310,270,20,190,90,20
99022,"$25,000 under $50,000",1150,670,280,180,1940,290,0,240,240,0
99022,"$50,000 under $75,000",710,270,350,80,1480,230,30,140,180,30
99022,"$75,000 under $100,000",520,100,390,30,1300,190,0,110,150,0
99022,"$100,000 under $200,000",680,70,610,0,1790,210,30,170,160,50
99022,"$200,000 or more",120,0,100,0,310,40,0,0,20,30
,,,,,,,,,,,
99023,,270,90,150,0,620,90,0,60,60,30
99023,"$1 under $25,000",70,50,0,0,70,30,0,30,0,0
99023,"$25,000 under $50,000",40,40,40,0,70,0,0,0,30,0
99023,"$50,000 under $75,000",30,0,0,0,90,30,0,0,0,0
99023,"$75,000 under $100,000",30,0,20,0,70,0,0,30,30,0
99023,"$100,000 under $200,000",70,0,60,0,210,30,0,0,0,30
99023,"$200,000 or more",30,0,30,0,110,0,0,0,0,0
,,,,,,,,,,,
99025,,2570,1040,1270,210,5090,810,30,560,480,200
99025,"$1 under $25,000",630,480,90,50,750,170,0,90,50,0
99025,"$25,000 under $50,000",560,300,170,80,980,170,30,150,120,30
99025,"$50,000 under $75,000",390,140,200,40,880,130,0,100,90,40
99025,"$75,000 under $100,000",330,60,230,40,820,120,0,90,80,0
99025,"$100,000 under $200,000",510,60,440,0,1280,170,0,130,110,70
99025,"$200,000 or more",150,0,140,0,380,50,0,0,30,60
,,,,,,,,,,,
99026,,4760,1850,2580,300,9550,1730,60,900,1220,360
99026,"$1 under $25,000",1150,870,200,80,1360,370,0,180,110,30
99026,"$25,000 under $50,000",930,520,300,100,1550,310,30,220,280,30
99026,"$50,000 under $75,000",660,240,350,50,1370,280,0,130,250,30
99026,"$75,000 under $100,000",580,100,440,30,1420,240,0,110,210,30
99026,"$100,000 under $200,000",1140,90,1020,40,3050,410,30,230,300,130
99026,"$200,000 or more",300,30,270,0,800,120,0,30,70,110
,,,,,,,,,,,
99027,,3280,1500,1430,310,6080,1050,40,700,670,200
99027,"$1 under $25,000",860,640,150,70,1070,270,0,140,90,0
99027,"$25,000 under $50,000",840,490,190,150,1380,230,0,230,170,40
99027,"$50,000 under $75,000",520,210,250,50,1040,190,0,110,150,20
99027,"$75,000 under $100,000",390,80,270,40,890,130,40,90,110,30
99027,"$100,000 under $200,000",540,80,460,0,1370,180,0,130,120,50
99027,"$200,000 or more",130,0,110,0,330,50,0,0,30,60
,,,,,,,,,,,
99029,,860,400,360,60,1640,260,40,140,150,40
99029,"$1 under $25,000",310,210,30,20,370,70,0,20,20,0
99029,"$25,000 under $50,000",190,120,50,40,320,60,0,50,40,0
99029,"$50,000 under $75,000",140,40,80,0,350,50,40,30,30,0
99029,"$75,000 under $100,000",80,30,70,0,200,30,0,20,20,0
99029,"$100,000 under $200,000",140,0,130,0,400,50,0,20,40,40
99029,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99030,,520,200,240,50,1060,160,40,90,100,30
99030,"$1 under $25,000",130,90,20,0,150,40,0,0,0,0
99030,"$25,000 under $50,000",110,50,30,30,210,30,0,40,40,0
99030,"$50,000 under $75,000",90,30,40,20,190,30,0,30,40,0
99030,"$75,000 under $100,000",70,30,50,0,190,20,40,0,0,0
99030,"$100,000 under $200,000",90,0,80,0,240,40,0,20,20,30
99030,"$200,000 or more",30,0,20,0,80,0,0,0,0,0
,,,,,,,,,,,
99031,,650,270,330,30,1290,230,40,90,150,60
99031,"$1 under $25,000",160,120,20,0,170,50,0,0,0,0
99031,"$25,000 under $50,000",130,80,40,30,220,40,0,40,40,30
99031,"$50,000 under $75,000",110,40,60,0,240,50,0,30,40,0
99031,"$75,000 under $100,000",90,30,70,0,220,30,40,0,30,0
99031,"$100,000 under $200,000",120,0,110,0,350,40,0,20,40,30
99031,"$200,000 or more",40,0,30,0,90,20,0,0,0,0
,,,,,,,,,,,
99032,,330,140,140,40,660,120,20,60,70,20
99032,"$1 under $25,000",100,70,0,0,150,30,20,0,20,0
99032,"$25,000 under $50,000",90,40,40,40,170,20,0,60,0,20
99032,"$50,000 under $75,000",60,30,40,0,150,40,0,0,30,0
99032,"$75,000 under $100,000",30,0,20,0,70,0,0,0,0,0
99032,"$100,000 under $200,000",50,0,40,0,120,30,0,0,20,0
99032,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99033,,370,160,170,50,780,120,0,50,80,20
99033,"$1 under $25,000",110,80,20,0,160,40,0,0,0,0
99033,"$25,000 under $50,000",110,50,40,50,230,30,0,50,50,0
99033,"$50,000 under $75,000",60,30,30,0,120,30,0,0,0,20
99033,"$75,000 under $100,000",40,0,30,0,120,0,0,0,30,0
99033,"$100,000 under $200,000",50,0,50,0,150,20,0,0,0,0
99033,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99034,,120,50,60,0,250,40,0,30,30,0
99034,"$1 under $25,000",30,20,0,0,50,0,0,0,0,0
99034,"$25,000 under $50,000",40,30,40,0,80,40,0,30,30,0
99034,"$50,000 under $75,000",20,0,0,0,50,0,0,0,0,0
99034,"$75,000 under $100,000",30,0,20,0,70,0,0,0,0,0
99034,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0
99034,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99036,,820,300,480,30,1740,280,50,140,160,110
99036,"$1 under $25,000",180,140,30,0,170,50,0,20,0,0
99036,"$25,000 under $50,000",120,80,30,30,180,50,0,30,50,0
99036,"$50,000 under $75,000",110,50,60,0,210,40,0,40,30,30
99036,"$75,000 under $100,000",90,0,70,0,240,40,0,0,30,0
99036,"$100,000 under $200,000",220,30,200,0,660,60,50,50,50,40
99036,"$200,000 or more",100,0,90,0,280,40,0,0,0,40
,,,,,,,,,,,
99037,,8330,4040,3380,800,15850,2220,20,1830,1440,490
99037,"$1 under $25,000",2230,1760,240,200,2580,510,20,420,160,30
99037,"$25,000 under $50,000",2190,1360,410,380,3590,440,0,590,340,40
99037,"$50,000 under $75,000",1200,530,520,130,2430,360,0,290,280,60
99037,"$75,000 under $100,000",840,190,590,50,2100,280,0,200,220,40
99037,"$100,000 under $200,000",1440,160,1240,40,3980,480,0,280,340,160
99037,"$200,000 or more",430,40,380,0,1170,150,0,50,100,160
,,,,,,,,,,,
99040,,450,210,80,170,980,100,0,70,50,0
99040,"$1 under $25,000",130,80,0,40,230,30,0,0,0,0
99040,"$25,000 under $50,000",180,80,0,100,400,20,0,40,0,0
99040,"$50,000 under $75,000",70,50,50,30,150,30,0,30,50,0
99040,"$75,000 under $100,000",30,0,0,0,90,20,0,0,0,0
99040,"$100,000 under $200,000",40,0,30,0,110,0,0,0,0,0
99040,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99101,,660,280,320,70,1350,240,40,150,140,20
99101,"$1 under $25,000",250,150,70,30,420,90,0,40,20,0
99101,"$25,000 under $50,000",160,90,60,40,310,40,0,50,40,0
99101,"$50,000 under $75,000",120,40,80,0,290,50,40,30,60,20
99101,"$75,000 under $100,000",50,0,40,0,130,20,0,30,0,0
99101,"$100,000 under $200,000",80,0,70,0,200,40,0,0,20,0
99101,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99103,,230,110,120,20,480,100,0,30,50,30
99103,"$1 under $25,000",60,50,0,20,60,40,0,0,0,0
99103,"$25,000 under $50,000",50,30,40,0,100,0,0,30,30,0
99103,"$50,000 under $75,000",30,30,0,0,60,30,0,0,0,0
99103,"$75,000 under $100,000",30,0,30,0,100,0,0,0,20,30
99103,"$100,000 under $200,000",60,0,50,0,160,30,0,0,0,0
99103,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99109,,2370,1020,1100,230,4620,950,70,460,610,130
99109,"$1 under $25,000",720,470,160,80,1020,300,0,110,90,0
99109,"$25,000 under $50,000",630,310,220,100,1190,210,40,140,170,40
99109,"$50,000 under $75,000",380,150,190,50,830,140,0,90,110,0
99109,"$75,000 under $100,000",240,50,180,0,550,120,30,50,100,30
99109,"$100,000 under $200,000",320,40,290,0,830,140,0,70,110,40
99109,"$200,000 or more",80,0,60,0,200,40,0,0,30,20
,,,,,,,,,,,
99110,,780,330,350,90,1650,210,30,200,130,50
99110,"$1 under $25,000",270,180,50,40,390,70,0,50,20,0
99110,"$25,000 under $50,000",200,100,60,50,400,50,0,50,40,30
99110,"$50,000 under $75,000",100,30,60,0,250,30,30,40,30,0
99110,"$75,000 under $100,000",90,20,70,0,250,30,0,30,40,20
99110,"$100,000 under $200,000",120,0,110,0,360,30,0,30,0,0
99110,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99111,,1960,930,890,130,3680,660,110,210,410,200
99111,"$1 under $25,000",500,390,70,30,550,150,20,50,30,0
99111,"$25,000 under $50,000",500,310,120,60,800,130,0,50,110,40
99111,"$50,000 under $75,000",310,140,150,40,630,110,30,30,90,20
99111,"$75,000 under $100,000",240,50,180,0,580,100,0,30,70,30
99111,"$100,000 under $200,000",340,40,310,0,930,140,60,50,110,70
99111,"$200,000 or more",70,0,60,0,190,30,0,0,0,40
,,,,,,,,,,,
99113,,390,160,200,20,750,170,40,50,100,50
99113,"$1 under $25,000",80,70,20,20,80,30,0,0,0,0
99113,"$25,000 under $50,000",80,50,0,0,120,30,0,30,30,0
99113,"$50,000 under $75,000",60,20,30,0,120,30,0,0,40,0
99113,"$75,000 under $100,000",60,20,50,0,130,30,0,20,0,0
99113,"$100,000 under $200,000",110,0,100,0,300,50,40,0,30,50
99113,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99114,,5510,2440,2490,510,10760,2010,160,1090,1200,340
99114,"$1 under $25,000",1690,1160,340,170,2400,600,30,260,160,40
99114,"$25,000 under $50,000",1490,810,450,210,2730,470,30,340,350,40
99114,"$50,000 under $75,000",870,300,480,70,1860,320,30,200,250,50
99114,"$75,000 under $100,000",590,80,470,30,1500,250,30,150,190,40
99114,"$100,000 under $200,000",700,70,610,30,1850,280,40,140,200,100
99114,"$200,000 or more",170,20,140,0,420,90,0,0,50,70
,,,,,,,,,,,
99115,,530,230,240,50,1000,230,30,100,150,40
99115,"$1 under $25,000",160,110,30,0,200,70,0,30,20,0
99115,"$25,000 under $50,000",130,60,40,50,220,50,30,40,40,0
99115,"$50,000 under $75,000",90,30,50,0,200,40,0,0,60,0
99115,"$75,000 under $100,000",60,30,40,0,140,30,0,30,0,40
99115,"$100,000 under $200,000",90,0,80,0,240,40,0,0,30,0
99115,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99116,,590,290,180,110,1110,200,0,90,150,0
99116,"$1 under $25,000",130,100,0,20,170,30,0,0,0,0
99116,"$25,000 under $50,000",170,100,30,40,280,50,0,70,60,0
99116,"$50,000 under $75,000",110,50,30,30,220,50,0,0,40,0
99116,"$75,000 under $100,000",70,20,40,20,150,30,0,20,30,0
99116,"$100,000 under $200,000",110,20,80,0,290,40,0,0,20,0
99116,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99117,,220,100,120,0,450,100,0,40,60,0
99117,"$1 under $25,000",70,40,40,0,110,30,0,0,0,0
99117,"$25,000 under $50,000",40,30,0,0,70,40,0,0,40,0
99117,"$50,000 under $75,000",40,30,40,0,90,0,0,40,0,0
99117,"$75,000 under $100,000",30,0,0,0,60,30,0,0,20,0
99117,"$100,000 under $200,000",40,0,40,0,120,0,0,0,0,0
99117,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99118,,290,100,150,30,590,110,0,50,80,0
99118,"$1 under $25,000",110,60,30,30,190,40,0,20,0,0
99118,"$25,000 under $50,000",50,20,20,0,90,20,0,0,30,0
99118,"$50,000 under $75,000",50,20,30,0,110,30,0,30,30,0
99118,"$75,000 under $100,000",30,0,30,0,80,0,0,0,0,0
99118,"$100,000 under $200,000",50,0,40,0,120,20,0,0,20,0
99118,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99119,,500,220,230,50,930,210,0,80,120,0
99119,"$1 under $25,000",160,110,30,0,230,50,0,20,0,0
99119,"$25,000 under $50,000",140,70,50,50,250,50,0,30,50,0
99119,"$50,000 under $75,000",60,20,30,0,110,30,0,0,40,0
99119,"$75,000 under $100,000",50,20,40,0,110,30,0,30,0,0
99119,"$100,000 under $200,000",70,0,80,0,170,50,0,0,30,0
99119,"$200,000 or more",20,0,0,0,60,0,0,0,0,0
,,,,,,,,,,,
99122,,1890,760,970,150,3820,720,80,280,480,190
99122,"$1 under $25,000",500,350,100,40,640,160,30,60,40,30
99122,"$25,000 under $50,000",450,230,150,70,820,160,0,80,130,0
99122,"$50,000 under $75,000",290,100,160,40,650,110,20,50,90,50
99122,"$75,000 under $100,000",240,40,190,0,610,100,0,40,80,0
99122,"$100,000 under $200,000",320,40,290,0,860,150,30,50,120,70
99122,"$200,000 or more",90,0,80,0,240,40,0,0,20,40
,,,,,,,,,,,
99123,,530,220,270,50,990,210,0,80,130,20
99123,"$1 under $25,000",120,80,30,0,160,50,0,0,0,20
99123,"$25,000 under $50,000",120,70,30,50,190,40,0,50,40,0
99123,"$50,000 under $75,000",90,40,50,0,170,40,0,30,30,0
99123,"$75,000 under $100,000",60,30,40,0,130,30,0,0,30,0
99123,"$100,000 under $200,000",140,0,120,0,340,50,0,0,30,0
99123,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99125,,220,90,110,20,460,90,0,40,60,20
99125,"$1 under $25,000",50,40,0,20,70,0,0,0,0,0
99125,"$25,000 under $50,000",60,30,30,0,120,40,0,0,30,0
99125,"$50,000 under $75,000",40,20,20,0,90,30,0,40,0,20
99125,"$75,000 under $100,000",40,0,30,0,90,0,0,0,30,0
99125,"$100,000 under $200,000",30,0,30,0,90,20,0,0,0,0
99125,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99126,,380,150,200,20,800,160,0,80,90,0
99126,"$1 under $25,000",130,80,30,20,210,50,0,0,0,0
99126,"$25,000 under $50,000",100,50,40,0,180,40,0,50,50,0
99126,"$50,000 under $75,000",70,20,50,0,190,30,0,30,20,0
99126,"$75,000 under $100,000",40,0,40,0,100,40,0,0,20,0
99126,"$100,000 under $200,000",40,0,40,0,120,0,0,0,0,0
99126,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99128,,130,50,80,0,260,50,0,0,40,0
99128,"$1 under $25,000",30,20,20,0,40,20,0,0,0,0
99128,"$25,000 under $50,000",30,30,0,0,60,0,0,0,0,0
99128,"$50,000 under $75,000",40,0,30,0,80,30,0,0,40,0
99128,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0
99128,"$100,000 under $200,000",30,0,30,0,80,0,0,0,0,0
99128,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99129,,240,110,100,40,460,90,0,40,60,0
99129,"$1 under $25,000",80,60,0,0,130,20,0,0,0,0
99129,"$25,000 under $50,000",90,50,40,40,180,30,0,40,30,0
99129,"$50,000 under $75,000",50,0,40,0,100,40,0,0,30,0
99129,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0
99129,"$100,000 under $200,000",20,0,20,0,50,0,0,0,0,0
99129,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99130,,380,160,190,30,810,160,30,40,90,30
99130,"$1 under $25,000",100,70,0,0,130,50,0,20,0,0
99130,"$25,000 under $50,000",110,50,50,30,200,40,0,0,40,0
99130,"$50,000 under $75,000",50,40,30,0,130,20,30,20,30,0
99130,"$75,000 under $100,000",50,0,40,0,150,20,0,0,0,30
99130,"$100,000 under $200,000",70,0,70,0,200,30,0,0,20,0
99130,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99133,,750,350,300,80,1290,310,0,120,190,40
99133,"$1 under $25,000",240,160,40,30,320,90,0,30,30,0
99133,"$25,000 under $50,000",200,120,50,30,320,70,0,40,50,0
99133,"$50,000 under $75,000",100,40,40,20,190,40,0,30,30,0
99133,"$75,000 under $100,000",70,30,50,0,150,30,0,0,20,40
99133,"$100,000 under $200,000",110,0,100,0,250,80,0,20,60,0
99133,"$200,000 or more",30,0,20,0,60,0,0,0,0,0
,,,,,,,,,,,
99134,,270,110,130,30,530,100,0,40,60,30
99134,"$1 under $25,000",70,50,30,0,110,40,0,20,0,0
99134,"$25,000 under $50,000",70,40,0,30,120,0,0,0,0,0
99134,"$50,000 under $75,000",50,20,30,0,100,30,0,20,40,0
99134,"$75,000 under $100,000",20,0,20,0,60,0,0,0,0,0
99134,"$100,000 under $200,000",60,0,50,0,140,30,0,0,20,30
99134,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99135,,130,60,60,0,260,50,0,20,30,30
99135,"$1 under $25,000",30,20,0,0,40,20,0,20,0,0
99135,"$25,000 under $50,000",30,40,0,0,50,0,0,0,0,0
99135,"$50,000 under $75,000",40,0,30,0,80,30,0,0,30,30
99135,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0
99135,"$100,000 under $200,000",30,0,30,0,90,0,0,0,0,0
99135,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99137,,160,60,90,0,320,70,0,20,40,0
99137,"$1 under $25,000",60,30,0,0,90,20,0,20,0,0
99137,"$25,000 under $50,000",50,30,60,0,100,20,0,0,20,0
99137,"$50,000 under $75,000",20,0,0,0,50,30,0,0,20,0
99137,"$75,000 under $100,000",30,0,30,0,80,0,0,0,0,0
99137,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0
99137,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99138,,490,230,140,110,980,140,0,120,80,0
99138,"$1 under $25,000",170,120,0,30,240,40,0,30,0,0
99138,"$25,000 under $50,000",150,70,40,50,310,40,0,50,50,0
99138,"$50,000 under $75,000",70,40,50,30,180,40,0,40,0,0
99138,"$75,000 under $100,000",40,0,0,0,90,0,0,0,30,0
99138,"$100,000 under $200,000",60,0,50,0,160,20,0,0,0,0
99138,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99139,,500,200,270,40,1040,210,0,120,130,0
99139,"$1 under $25,000",160,100,40,0,230,60,0,0,0,0
99139,"$25,000 under $50,000",120,60,50,40,230,60,0,50,60,0
99139,"$50,000 under $75,000",60,40,40,0,150,30,0,40,30,0
99139,"$75,000 under $100,000",50,0,40,0,120,30,0,0,40,0
99139,"$100,000 under $200,000",110,0,100,0,310,30,0,30,0,0
99139,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99140,,130,60,30,30,260,40,0,30,0,0
99140,"$1 under $25,000",50,30,0,0,90,0,0,0,0,0
99140,"$25,000 under $50,000",50,30,30,30,100,40,0,30,0,0
99140,"$50,000 under $75,000",30,0,0,0,70,0,0,0,0,0
99140,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0
99140,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0
99140,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99141,,2600,1140,1170,240,5020,980,110,520,590,110
99141,"$1 under $25,000",830,530,190,90,1220,320,50,120,90,0
99141,"$25,000 under $50,000",690,350,220,100,1230,210,0,160,170,30
99141,"$50,000 under $75,000",440,160,240,50,950,180,30,110,140,30
99141,"$75,000 under $100,000",240,50,180,0,560,110,0,50,80,0
99141,"$100,000 under $200,000",340,50,290,0,910,130,30,80,90,30
99141,"$200,000 or more",60,0,50,0,150,30,0,0,20,20
,,,,,,,,,,,
99143,,280,110,150,0,530,120,50,20,80,40
99143,"$1 under $25,000",80,50,20,0,100,30,30,20,20,0
99143,"$25,000 under $50,000",60,30,20,0,120,20,0,0,0,0
99143,"$50,000 under $75,000",50,30,30,0,90,40,0,0,30,0
99143,"$75,000 under $100,000",30,0,30,0,90,0,20,0,0,40
99143,"$100,000 under $200,000",60,0,50,0,130,30,0,0,30,0
99143,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99147,,110,40,60,0,190,70,0,0,50,0
99147,"$1 under $25,000",20,0,0,0,30,30,0,0,0,0
99147,"$25,000 under $50,000",30,40,0,0,40,0,0,0,0,0
99147,"$50,000 under $75,000",30,0,40,0,60,40,0,0,50,0
99147,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0
99147,"$100,000 under $200,000",30,0,20,0,60,0,0,0,0,0
99147,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99148,,1100,460,520,100,2090,500,0,200,300,60
99148,"$1 under $25,000",340,210,90,30,510,150,0,60,40,0
99148,"$25,000 under $50,000",260,120,90,50,500,100,0,60,80,30
99148,"$50,000 under $75,000",180,80,80,20,340,80,0,50,70,0
99148,"$75,000 under $100,000",110,30,70,0,240,50,0,0,40,0
99148,"$100,000 under $200,000",160,20,140,0,390,90,0,30,70,30
99148,"$200,000 or more",50,0,50,0,110,30,0,0,0,0
,,,,,,,,,,,
99150,,160,60,80,0,320,60,0,30,40,0
99150,"$1 under $25,000",50,30,30,0,80,40,0,30,0,0
99150,"$25,000 under $50,000",40,30,0,0,80,0,0,0,40,0
99150,"$50,000 under $75,000",40,0,30,0,90,20,0,0,0,0
99150,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0
99150,"$100,000 under $200,000",30,0,20,0,70,0,0,0,0,0
99150,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99153,,190,90,100,0,390,80,0,40,60,0
99153,"$1 under $25,000",50,40,0,0,80,20,0,0,30,0
99153,"$25,000 under $50,000",50,20,50,0,90,30,0,0,0,0
99153,"$50,000 under $75,000",20,30,0,0,50,0,0,40,30,0
99153,"$75,000 under $100,000",30,0,20,0,70,30,0,0,0,0
99153,"$100,000 under $200,000",40,0,30,0,100,0,0,0,0,0
99153,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99156,,4030,1770,1800,400,7750,1460,60,820,920,220
99156,"$1 under $25,000",1320,870,280,150,1900,440,0,190,120,20
99156,"$25,000 under $50,000",1020,500,340,170,1910,330,40,250,280,30
99156,"$50,000 under $75,000",610,230,320,50,1330,240,0,150,190,40
99156,"$75,000 under $100,000",390,80,270,30,900,160,0,90,120,30
99156,"$100,000 under $200,000",560,90,480,0,1400,230,20,140,170,60
99156,"$200,000 or more",130,0,110,0,310,60,0,0,40,40
,,,,,,,,,,,
99157,,330,140,170,20,670,120,0,50,70,0
99157,"$1 under $25,000",140,80,50,20,230,50,0,0,0,0
99157,"$25,000 under $50,000",60,30,30,0,130,20,0,50,30,0
99157,"$50,000 under $75,000",60,30,40,0,140,30,0,0,20,0
99157,"$75,000 under $100,000",30,0,20,0,70,0,0,0,20,0
99157,"$100,000 under $200,000",40,0,30,0,100,20,0,0,0,0
99157,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99158,,290,130,130,20,570,90,0,40,60,30
99158,"$1 under $25,000",80,60,30,20,90,40,0,0,0,0
99158,"$25,000 under $50,000",70,40,0,0,130,0,0,40,30,0
99158,"$50,000 under $75,000",40,30,20,0,80,20,0,0,0,30
99158,"$75,000 under $100,000",40,0,30,0,100,0,0,0,30,0
99158,"$100,000 under $200,000",60,0,50,0,170,30,0,0,0,0
99158,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99159,,590,260,280,40,1140,240,20,60,140,80
99159,"$1 under $25,000",180,130,30,0,220,80,0,30,0,0
99159,"$25,000 under $50,000",130,70,40,40,270,40,20,0,50,30
99159,"$50,000 under $75,000",90,30,50,0,190,40,0,30,50,0
99159,"$75,000 under $100,000",60,30,50,0,160,20,0,0,0,0
99159,"$100,000 under $200,000",90,0,80,0,230,40,0,0,40,30
99159,"$200,000 or more",40,0,30,0,70,20,0,0,0,20
,,,,,,,,,,,
99161,,730,320,370,40,1360,280,30,70,190,50
99161,"$1 under $25,000",170,140,20,0,210,50,0,20,0,0
99161,"$25,000 under $50,000",160,90,60,40,260,70,0,30,70,0
99161,"$50,000 under $75,000",150,60,80,0,290,60,0,0,50,0
99161,"$75,000 under $100,000",90,30,70,0,200,40,30,20,30,50
99161,"$100,000 under $200,000",160,0,140,0,400,60,0,0,40,0
99161,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99163,,11030,6690,3570,590,18290,1910,90,1360,1240,530
99163,"$1 under $25,000",4110,3650,230,180,4090,300,0,590,100,40
99163,"$25,000 under $50,000",2540,1800,440,240,3810,300,50,410,210,50
99163,"$50,000 under $75,000",1270,670,470,90,2300,320,0,140,230,50
99163,"$75,000 under $100,000",910,290,570,40,2040,250,0,70,190,60
99163,"$100,000 under $200,000",1650,230,1370,40,4500,520,40,150,380,170
99163,"$200,000 or more",550,50,490,0,1550,220,0,0,130,160
,,,,,,,,,,,
99166,,1320,540,630,110,2490,560,50,270,370,50
99166,"$1 under $25,000",440,270,120,40,660,190,20,70,60,0
99166,"$25,000 under $50,000",360,170,130,70,670,140,0,90,120,30
99166,"$50,000 under $75,000",190,60,110,0,400,80,30,40,70,0
99166,"$75,000 under $100,000",140,20,110,0,310,70,0,30,50,0
99166,"$100,000 under $200,000",160,20,130,0,390,80,0,40,70,20
99166,"$200,000 or more",30,0,30,0,60,0,0,0,0,0
,,,,,,,,,,,
99167,,320,140,160,0,600,120,30,70,80,0
99167,"$1 under $25,000",100,70,30,0,150,40,0,0,0,0
99167,"$25,000 under $50,000",90,40,40,0,160,30,30,40,40,0
99167,"$50,000 under $75,000",60,30,40,0,130,20,0,30,20,0
99167,"$75,000 under $100,000",30,0,20,0,70,30,0,0,20,0
99167,"$100,000 under $200,000",40,0,30,0,90,0,0,0,0,0
99167,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
99169,,1220,580,490,120,2260,390,50,170,250,110
99169,"$1 under $25,000",390,260,50,30,470,100,20,60,20,20
99169,"$25,000 under $50,000",330,190,80,60,560,90,0,60,70,0
99169,"$50,000 under $75,000",170,70,90,30,360,60,0,30,50,30
99169,"$75,000 under $100,000",110,30,80,0,280,50,30,20,40,0
99169,"$100,000 under $200,000",180,30,150,0,480,70,0,0,70,40
99169,"$200,000 or more",40,0,40,0,110,20,0,0,0,20
,,,,,,,,,,,
99170,,460,200,230,40,970,160,40,70,90,50
99170,"$1 under $25,000",120,90,0,0,170,30,20,0,0,0
